# 626778 non-edge tracers in default, 13961 voids
# VoidID CoreParticle CoreDens Zone#Parts Void#Zones Void#Parts VoidVol(Mpc/h^3) VoidDensRatio
103084 794092 0.265128 188 1 188 36941265.155692 1.814613
20143 264468 0.265146 231 1 231 29116526.164774 1.494303
89799 695424 0.265573 290 1 290 50393115.001623 1.319976
893 21945 0.265755 110 1 110 26353567.616447 1.682179
2071 55241 0.265768 149 1 149 27511210.996124 1.683413
82946 647365 0.265989 62 1 62 13694155.023868 2.134761
68574 535549 0.266033 105 1 105 16346905.437865 1.056085
80330 629787 0.266054 14 1 14 16722717.360232 1.582840
15665 218703 0.266075 114 1 114 11889086.349805 1.274207
2276 59788 0.266097 115 1 115 17644997.604311 2.116140
85082 662318 0.266184 86 1 86 13876281.762338 1.357402
24606 313246 0.266223 115 1 115 12118722.575807 1.617229
21045 273004 0.266258 163 1 163 25490015.728956 1.457673
62272 496874 0.266325 11 1 11 10277827.676900 1.701817
90388 699747 0.266858 95 1 95 15058125.006158 1.679139
89997 696979 0.266916 86 1 86 17212002.856728 1.424354
1465 39298 0.266992 246 1 246 42856612.104938 1.522384
68396 533666 0.267092 73 1 73 46667576.754025 1.510668
81890 640249 0.267201 76 1 76 9964299.567496 1.417236
78362 616535 0.267274 89 1 89 13791372.985372 1.198320
27578 344239 0.267309 222 1 222 37607826.037432 1.347308
11792 177275 0.267373 178 1 178 25260278.547817 1.238624
5149 102608 0.267377 9 1 9 6972216.911045 1.945482
78905 620078 0.267426 60 1 60 9927999.771282 1.215250
