# 12299 voids from default
# VoidID RA(deg) Dec(deg) redshift R_eff(Mpc/h) delta_min delta_avg lambda_v DensRatio Theta_eff(deg) EdgeFlag
3054 206.410658 31.443 1.918 145.1901 -0.656 -0.079477 -31.229372 1.043732 2.368528 0
3501 212.035602 -26.764 1.795 177.3955 -0.656 -0.238291 -119.079720 1.068382 3.005988 1
74954 17.684050 -61.478 1.735 138.1231 -0.656 -0.210153 -77.777571 1.159739 2.387695 0
24642 122.402704 54.388 1.807 176.0425 -0.656 -0.159929 -79.189704 1.183056 2.971430 1
27430 211.806190 70.723 1.275 110.1953 -0.656 -0.286190 -80.770032 1.205723 2.315111 0
66639 36.666134 -68.713 1.174 127.0702 -0.656 -0.199893 -66.934450 1.226759 2.824187 0
82828 5.598956 37.496 1.044 108.3994 -0.656 -0.203789 -56.391338 1.012320 2.618979 0
8913 207.456707 35.947 1.462 139.3784 -0.656 -0.262513 -98.216539 1.114859 2.677443 0
44044 95.065643 -66.603 1.321 143.6549 -0.656 -0.268675 -104.234499 1.032769 2.947161 1
101076 331.057456 25.236 1.771 126.1447 -0.656 -0.198056 -65.740169 1.466321 2.154310 1
12960 136.872474 3.108 1.193 181.8443 -0.656 -0.201067 -103.509346 1.214084 3.997939 0
20883 227.781601 43.668 1.347 128.7409 -0.656 -0.224867 -76.486536 1.206536 2.607459 0
84974 354.545534 -58.966 2.037 125.7294 -0.656 -0.231734 -76.614917 1.435852 1.983538 0
1716 148.830726 -1.805 1.834 149.0222 -0.656 -0.126432 -51.257698 1.296024 2.494208 0
77619 5.743384 -40.449 0.920 107.7750 -0.656 -0.252579 -69.409469 1.230439 2.856735 0
1418 183.085192 -20.100 1.613 181.8163 -0.656 -0.214572 -110.441706 1.246572 3.284712 0
18276 138.148829 -4.860 0.844 124.2320 -0.656 -0.124785 -40.667008 1.205509 3.517614 1
13888 122.095259 7.208 1.782 136.5864 -0.656 -0.182596 -66.677544 1.377729 2.324402 0
33905 257.911094 32.372 1.307 123.6982 -0.656 -0.259450 -84.118185 1.536066 2.556071 0
93065 6.487720 -21.165 1.075 124.8734 -0.656 -0.164895 -54.071902 1.502742 2.953829 0
63758 42.585605 -71.003 1.314 123.4152 -0.656 -0.176165 -56.958901 1.144953 2.541074 0
2191 140.297433 4.112 2.044 188.4305 -0.656 -0.148685 -79.881876 1.407535 2.967391 0
1209 175.907537 28.619 1.826 164.1329 -0.656 -0.197525 -89.919985 1.264798 2.753948 0
70150 19.995621 -68.951 1.648 162.4290 -0.656 -0.238992 -107.443557 1.159402 2.896235 0
96611 12.270508 -35.126 1.537 120.5045 -0.656 -0.292456 -91.889165 1.235202 2.242816 0
49256 271.650913 35.585 1.950 152.0075 -0.656 -0.155692 -64.640558 1.133394 2.457174 0
5390 159.125374 -32.301 1.455 166.4437 -0.656 -0.109077 -50.495455 1.273772 3.206882 0
5873 190.983724 30.337 1.290 122.5372 -0.656 -0.207979 -66.671738 1.105849 2.554299 0
9238 144.345923 6.402 1.241 119.0036 -0.656 -0.184080 -56.974348 1.297893 2.546803 0
3241 158.382389 10.511 1.354 121.0279 -0.656 -0.222233 -70.189333 1.319393 2.443131 0
66620 58.029321 -65.193 1.784 127.9003 -0.656 -0.154401 -52.106881 1.225935 2.175546 1
5557 182.383254 20.900 1.177 141.0373 -0.656 -0.209257 -79.411206 1.310391 3.129936 0
13995 149.385339 36.245 1.243 164.4296 -0.656 -0.219261 -100.031517 1.200797 3.515041 0
16321 199.692656 54.979 1.555 135.3704 -0.656 -0.292613 -105.711550 1.317301 2.500996 0
23619 118.410199 22.570 1.193 140.6798 -0.655 -0.250555 -94.794236 1.003717 3.091558 0
25344 252.836943 12.612 1.924 121.8178 -0.655 -0.043347 -13.797714 1.619243 1.983944 0
24859 197.688606 69.613 1.643 127.4970 -0.655 -0.151103 -50.801037 1.246999 2.277197 0
14096 215.730213 38.186 1.372 111.9023 -0.655 -0.161574 -46.449212 1.116190 2.238908 0
83069 309.014815 -32.767 1.801 110.1815 -0.655 -0.123646 -34.890807 1.260085 1.863882 0
28664 244.754570 63.908 1.904 147.0580 -0.655 -0.081705 -32.601182 1.336891 2.409164 0
103015 343.126736 -15.683 1.548 117.8862 -0.655 -0.184537 -56.472728 1.317956 2.184347 0
48714 271.323610 41.582 1.267 125.5910 -0.655 -0.175240 -57.860688 1.250535 2.650082 0
54884 279.818846 55.112 1.360 148.1874 -0.655 -0.100042 -40.286185 1.232287 2.981942 0
18381 174.154364 59.905 1.520 134.8168 -0.655 -0.244446 -87.877273 1.016901 2.526318 0
51863 80.446463 -64.180 1.352 122.9895 -0.655 -0.248652 -80.063366 1.046900 2.484719 0
70701 56.709195 -51.614 1.861 175.4614 -0.655 -0.127860 -63.059696 1.320309 2.912086 0
81487 50.089178 -35.700 1.751 135.6669 -0.655 -0.257898 -93.415021 1.066774 2.332724 0
74530 23.179018 -65.465 2.055 200.4156 -0.655 -0.140753 -81.428159 1.599192 3.146195 0
2193 170.988199 11.216 1.350 152.3253 -0.655 -0.161218 -67.102787 1.214778 3.080384 0
4706 154.511142 33.674 1.701 120.8687 -0.655 -0.305846 -96.444796 1.201541 2.114471 0
3423 222.119517 -13.438 2.052 148.6769 -0.655 -0.326168 -131.866364 1.020411 2.336253 1
21700 121.329191 11.605 1.167 164.1868 -0.655 -0.179502 -81.747529 1.146136 3.663752 0
76625 21.680000 -56.787 1.453 115.1727 -0.655 -0.266796 -79.395930 1.297042 2.220936 0
103507 359.369424 17.488 1.576 137.5418 -0.655 -0.138391 -50.959872 1.154394 2.520044 1
8595 221.914498 11.658 1.437 187.8747 -0.655 -0.271888 -145.556638 1.205391 3.647958 0
4767 177.837626 -9.702 1.109 152.0167 -0.655 -0.199854 -82.981810 1.049618 3.516995 0
96436 352.018383 -19.891 1.208 140.7025 -0.655 -0.047080 -17.815516 1.483841 3.066928 0
1883 144.892701 8.369 1.853 168.0304 -0.655 -0.228078 -106.794408 1.222908 2.796024 0
18238 129.271212 37.399 1.561 132.4962 -0.655 -0.250875 -88.328536 1.418252 2.442251 0
26512 213.644175 73.493 1.802 163.5201 -0.655 -0.231059 -104.714657 1.172521 2.764562 0
780 185.779975 17.881 1.785 122.3075 -0.655 -0.144531 -46.227901 1.113025 2.079574 0
29584 122.042046 54.583 0.890 122.3792 -0.655 -0.182902 -58.542088 1.235214 3.326310 0
22996 229.064383 25.814 0.896 130.4121 -0.655 -0.212442 -73.387350 1.401701 3.525970 0
79527 33.787985 -14.393 0.858 117.8813 -0.655 -0.337230 -103.195341 1.212392 3.294421 1
23444 119.490396 19.472 1.132 116.8692 -0.655 -0.237891 -72.047306 1.260064 2.665261 0
18210 226.696335 9.300 1.001 142.6287 -0.655 -0.204591 -78.692872 1.078031 3.551414 0
102067 35.044519 0.793 1.842 159.3191 -0.655 -0.266839 -117.211444 1.156769 2.660199 0
25795 151.146823 57.771 0.872 91.3338 -0.655 -0.274159 -61.767569 1.212518 2.521841 0
1507 178.085237 12.688 1.470 103.3522 -0.655 -0.191397 -50.017165 1.080902 1.977969 0
34526 257.374915 57.392 1.550 113.4439 -0.655 -0.093814 -27.416129 1.278402 2.100336 0
11957 193.541846 51.594 1.608 105.0998 -0.655 -0.247548 -66.005755 1.252043 1.901886 0
65334 328.710159 -68.035 0.897 157.8534 -0.655 -0.120728 -52.446233 1.177327 4.266168 0
32000 163.300566 79.614 1.358 150.5062 -0.655 -0.262250 -107.592075 1.230659 3.032633 1
103009 337.952613 30.287 1.970 173.6332 -0.655 -0.124014 -60.399224 1.518526 2.790262 0
1962 185.958197 12.018 1.415 168.1688 -0.655 -0.245662 -115.141707 1.280538 3.297917 0
1396 152.077838 12.967 1.861 143.4033 -0.655 -0.239693 -92.795547 1.210922 2.380228 0
91068 8.847967 -25.231 1.110 133.7110 -0.655 -0.117120 -41.690026 1.220253 3.091784 0
11482 186.152253 48.308 1.426 139.0704 -0.655 -0.161423 -60.234568 1.191035 2.714500 0
7014 222.317633 16.624 1.654 181.5382 -0.655 -0.189492 -97.353836 1.309715 3.229128 0
9300 208.749938 9.779 1.081 143.4129 -0.655 -0.158506 -61.369461 1.327117 3.377709 0
14169 183.441509 33.971 0.936 119.6635 -0.655 -0.329008 -102.508660 1.273608 3.130548 1
728 179.015383 -5.728 1.683 108.7466 -0.655 -0.215452 -59.847919 1.045416 1.914307 0
25481 111.853852 30.562 1.482 96.7754 -0.655 -0.177506 -42.867801 1.193267 1.843060 0
72382 309.471915 -33.085 1.080 106.1079 -0.655 -0.312509 -84.286786 1.156162 2.500479 1
101719 19.642045 -11.923 1.421 151.0572 -0.655 -0.205660 -84.746121 1.139995 2.954063 0
82785 309.680511 -19.855 1.587 144.1404 -0.655 -0.096411 -37.555156 1.116070 2.629612 0
19794 233.519565 10.303 1.144 131.4850 -0.654 -0.168284 -58.707507 1.364765 2.975122 0
81978 11.243005 37.323 1.000 119.0686 -0.654 -0.263044 -81.467593 1.052803 2.966843 0
2973 148.353909 21.473 1.752 151.7805 -0.654 -0.134953 -55.929641 1.436600 2.608897 0
10098 180.265412 0.377 0.880 96.2964 -0.654 -0.179811 -43.166524 1.197474 2.639721 0
53671 277.366658 50.907 1.909 128.3760 -0.654 -0.184110 -62.410673 1.259604 2.099960 1
101965 331.149297 18.087 1.746 142.6365 -0.654 -0.176327 -67.826027 1.570192 2.456950 0
31205 256.136592 46.927 1.885 97.4788 -0.654 -0.290178 -70.689740 1.012187 1.605829 0
84632 38.727806 -28.788 1.312 117.1571 -0.654 -0.111765 -33.948938 1.160070 2.414724 0
63986 65.870337 -62.078 1.836 146.8895 -0.654 -0.170794 -68.055040 1.203943 2.457167 0
100817 15.982803 28.306 1.556 165.8646 -0.654 -0.208059 -95.916178 1.180302 3.062953 1
1103 193.605988 15.176 1.716 128.2065 -0.654 -0.268864 -90.996387 1.186778 2.231210 0
7028 207.219582 -4.400 1.134 161.8546 -0.654 -0.120278 -53.843892 1.709404 3.685943 0
84293 28.122215 -39.986 1.386 144.0020 -0.654 -0.127602 -49.647881 1.301489 2.862734 0
9253 230.037976 5.412 1.762 148.7057 -0.654 -0.181151 -73.254303 1.141164 2.547538 0
25672 201.699857 70.147 1.375 115.2830 -0.654 -0.120160 -35.799665 1.358719 2.303939 0
197 186.704695 -6.012 1.990 189.6669 -0.654 -0.132522 -71.759367 1.298865 3.030676 1
1229 189.441390 3.519 1.489 138.4349 -0.654 -0.146881 -54.508179 1.121763 2.628434 0
362 194.639718 8.164 1.951 175.9677 -0.654 -0.203639 -100.781668 1.430509 2.843609 1
70582 53.903340 -41.637 1.135 119.3911 -0.654 -0.089124 -27.692297 1.459280 2.717569 0
28946 215.616716 67.453 0.895 118.5677 -0.654 -0.240920 -74.238922 1.285038 3.210017 0
38297 262.644866 48.687 2.029 128.9464 -0.654 -0.227803 -77.633656 1.240854 2.038652 0
19229 148.919567 61.279 1.936 162.9158 -0.654 -0.209452 -94.501781 1.061691 2.643806 0
38160 264.930298 25.887 1.990 81.9233 -0.654 -0.204027 -40.343847 1.275304 1.309245 0
16368 120.178536 27.723 2.100 170.3387 -0.654 -0.255099 -121.418597 1.296268 2.643281 0
78819 337.195515 -29.721 0.858 95.1637 -0.654 -0.304648 -72.104785 1.107548 2.660901 1
6274 179.218562 -31.366 1.263 135.8766 -0.654 -0.182674 -66.290249 1.205628 2.872176 1
86963 15.904143 8.828 0.881 90.6388 -0.654 -0.314881 -70.294838 1.090774 2.483904 0
10686 169.774016 34.097 1.141 148.3538 -0.654 -0.157960 -63.695168 1.267771 3.364219 0
99319 3.205112 13.220 1.248 138.9984 -0.654 -0.188816 -70.412493 1.174078 2.963026 1
97027 328.289528 -12.894 1.430 137.1316 -0.654 -0.158529 -58.166711 1.449530 2.671787 0
25237 122.755014 56.121 1.693 122.7314 -0.654 -0.279310 -89.708436 1.213461 2.152950 0
73623 61.916595 -25.654 1.781 133.7705 -0.654 -0.239246 -85.207263 1.197446 2.277181 0
6515 161.861941 -12.173 1.126 175.0604 -0.654 -0.172166 -84.678329 1.200078 4.006242 0
75163 41.258287 -38.933 1.153 105.2866 -0.654 -0.204906 -54.752255 1.042155 2.369751 0
36100 257.513476 60.448 1.989 149.6410 -0.654 -0.127399 -51.907301 1.802378 2.392017 0
84429 309.105550 -23.402 1.727 151.0007 -0.654 -0.128184 -52.797060 1.408113 2.617708 1
21869 119.095454 10.719 1.244 134.0235 -0.654 -0.180733 -64.514003 1.140513 2.862664 0
19475 180.310853 44.642 0.870 84.9001 -0.653 -0.226296 -46.705272 1.133355 2.348608 0
13958 188.056269 30.920 0.927 151.6786 -0.653 -0.248699 -102.987220 1.251111 3.997810 0
29429 240.360374 48.792 0.850 121.9186 -0.653 -0.148703 -47.380927 1.412926 3.432062 0
70650 355.864421 -65.131 1.229 121.9727 -0.653 -0.213568 -68.084991 1.241769 2.626386 0
5977 210.360039 20.563 1.361 116.4658 -0.653 -0.332070 -100.153852 1.106539 2.342509 0
18850 158.208204 52.566 1.280 122.3375 -0.653 -0.234830 -75.131929 1.191539 2.563675 0
13312 150.873471 33.017 1.192 140.2513 -0.653 -0.143591 -54.127360 1.133134 3.084768 0
4733 207.203458 -22.854 1.526 140.9909 -0.653 -0.177860 -67.469411 1.208601 2.635358 0
10127 167.465235 46.603 1.590 124.2072 -0.653 -0.288262 -93.921312 1.323057 2.263103 0
67621 70.486969 -44.185 1.908 162.0789 -0.653 -0.162358 -72.802415 1.489761 2.652374 0
2677 221.936669 3.184 2.015 174.5249 -0.653 -0.157907 -77.380199 1.143545 2.769504 1
11825 160.775503 -19.267 0.959 96.9429 -0.653 -0.143051 -34.618735 1.274172 2.492500 0
2720 137.080716 -8.679 2.032 116.6418 -0.653 -0.197848 -59.780087 1.130652 1.842403 0
101469 350.931040 -23.241 1.465 155.2281 -0.653 -0.216230 -92.061849 1.273728 2.977652 0
35481 101.671452 57.877 1.958 179.6690 -0.653 -0.218812 -111.029778 1.445419 2.896922 1
92244 0.555775 17.938 1.053 151.2291 -0.653 -0.294951 -121.706118 1.300786 3.630939 0
13701 201.408446 18.517 0.911 150.7917 -0.653 -0.198001 -81.417868 1.504816 4.028271 0
991 180.984482 -14.351 1.656 180.5188 -0.653 -0.170410 -86.960576 1.243625 3.208861 0
104912 14.736876 15.420 1.856 162.1131 -0.653 -0.128002 -57.411310 1.428724 2.694363 1
74600 321.385804 -49.369 1.318 145.7613 -0.653 -0.249917 -98.665912 1.298873 2.995151 0
45026 92.845281 -44.924 1.150 115.6479 -0.653 -0.248281 -74.252224 1.099437 2.607442 0
87707 52.405254 -17.838 1.970 121.1283 -0.653 -0.188912 -59.724855 1.113712 1.946798 0
20127 232.155583 36.274 1.351 101.1981 -0.653 -0.288296 -73.459091 1.019869 2.045609 0
5463 213.712824 32.186 1.763 135.4416 -0.653 -0.231058 -83.526487 1.373925 2.319477 0
21884 151.936564 58.571 1.401 128.0340 -0.653 -0.256261 -86.590999 1.131283 2.527553 0
70417 309.697017 -48.509 1.263 161.0335 -0.653 -0.142514 -63.410042 1.278863 3.405426 0
31175 141.954079 74.517 1.310 111.6675 -0.653 -0.225565 -64.682120 1.299943 2.304363 1
1593 194.507589 -0.599 1.449 153.6279 -0.653 -0.138657 -58.304814 1.311303 2.967150 0
2108 199.386390 7.159 1.418 155.3535 -0.653 -0.280496 -119.539497 1.088212 3.042861 0
17735 233.524616 36.844 1.897 146.4618 -0.653 -0.173227 -68.783600 1.015172 2.403996 0
69416 71.581489 -2.307 1.520 138.7629 -0.653 -0.168361 -62.657132 1.340859 2.600829 1
79450 28.124625 -55.953 1.812 210.2580 -0.653 -0.174754 -107.085654 1.176615 3.543902 0
91843 7.474772 -31.271 1.189 130.2723 -0.653 -0.117420 -40.510330 1.246148 2.869985 0
89658 23.266450 -25.314 1.199 132.6997 -0.653 -0.274941 -96.980155 1.177419 2.906656 0
8019 214.771088 29.162 1.510 95.6289 -0.653 -0.336891 -80.204192 1.110449 1.799425 0
75196 305.820880 -38.911 1.734 137.9436 -0.653 -0.056483 -20.871852 1.380285 2.385722 0
11883 209.028272 28.801 1.200 132.9107 -0.653 -0.202658 -71.620255 1.150207 2.909459 0
75958 345.363833 -49.237 1.066 113.7078 -0.653 -0.294883 -86.416859 1.140312 2.704523 0
73496 11.153282 -47.456 0.877 90.0113 -0.653 -0.213261 -47.213646 1.383889 2.474242 0
35662 96.813261 -25.035 1.730 106.9299 -0.653 -0.159467 -43.409861 1.371459 1.851891 0
20704 218.610437 36.060 0.955 118.1083 -0.653 -0.204987 -62.872802 1.249328 3.046125 0
105518 14.963378 -24.437 2.095 158.3825 -0.653 -0.070224 -30.629040 1.395664 2.460706 0
31170 120.065799 61.066 0.999 130.9972 -0.653 -0.157225 -54.605535 1.360777 3.268054 0
91978 46.872885 -10.695 1.705 150.1684 -0.653 -0.105454 -43.147787 1.604606 2.623556 0
71381 59.486357 -46.268 1.866 166.7980 -0.653 -0.127472 -59.162096 1.309020 2.764452 0
91348 9.960793 -14.322 1.028 162.8783 -0.653 -0.179943 -81.165497 1.062150 3.979116 0
93219 42.243894 -24.879 1.773 148.5882 -0.653 -0.148182 -59.865354 1.168607 2.536386 0
94497 10.593155 -17.674 1.097 121.3014 -0.653 -0.194222 -61.508986 1.614569 2.827768 0
1165 180.854083 -33.734 1.996 172.3140 -0.653 -0.199851 -96.447554 1.022886 2.749430 1
69347 66.251248 -19.744 1.350 180.8265 -0.653 -0.172856 -88.388942 1.140783 3.656365 0
88256 3.453515 -19.718 0.933 100.2630 -0.653 -0.282862 -71.276161 1.580047 2.630528 0
78243 332.408224 -53.023 1.501 146.3023 -0.653 -0.229153 -90.871391 1.064689 2.763569 0
91711 34.998865 -5.486 1.267 151.4887 -0.653 -0.143250 -59.231326 1.132179 3.196084 0
106254 352.335275 9.058 1.934 132.8642 -0.653 -0.125325 -44.271802 1.516417 2.157257 1
92857 19.885594 -22.045 1.210 121.3342 -0.653 -0.278043 -88.083027 1.209268 2.640651 0
9607 135.347909 -13.858 1.455 158.8399 -0.653 -0.160859 -70.403774 1.366898 3.059845 1
7392 150.925811 -15.763 1.192 142.3760 -0.653 -0.088900 -34.121156 1.430819 3.132041 1
24766 161.733620 61.015 0.917 99.1199 -0.653 -0.199628 -49.615081 1.183950 2.635210 0
5144 183.346224 23.695 1.201 116.0345 -0.653 -0.285994 -85.874027 1.304330 2.538860 0
13862 123.698850 -1.249 1.814 146.2555 -0.653 -0.336073 -133.219677 1.138594 2.463780 0
74436 43.507188 -29.137 0.945 112.4578 -0.653 -0.279411 -80.803578 1.188640 2.922760 0
78717 16.695543 -37.947 0.901 98.6190 -0.652 -0.291767 -72.075709 1.028492 2.656703 0
60410 76.867600 -22.228 1.044 110.4115 -0.652 -0.187048 -52.913969 1.498986 2.667444 0
97646 19.002702 -34.704 1.621 166.7276 -0.652 -0.222842 -103.372919 1.048813 3.003081 0
44777 89.745195 -26.433 1.911 117.0998 -0.652 -0.204798 -62.171763 1.291842 1.914106 0
25369 239.964078 34.369 1.063 118.0803 -0.652 -0.271133 -83.137093 1.118994 2.815064 0
30190 110.221559 48.975 1.277 124.4266 -0.652 -0.214057 -69.891827 1.196873 2.611906 0
95752 21.441023 36.296 1.652 159.9995 -0.652 -0.221564 -97.823223 1.185972 2.848670 0
5156 195.939015 38.200 1.698 141.5661 -0.652 -0.147311 -56.154889 1.196697 2.478795 0
90733 321.451736 -25.976 1.478 145.8700 -0.652 -0.182208 -71.998976 1.232624 2.782605 0
66541 49.951850 -67.428 1.744 124.4739 -0.652 -0.143901 -47.006508 1.173296 2.145299 0
16131 224.391110 8.503 1.011 140.8409 -0.652 -0.117477 -44.506889 1.069569 3.481420 0
100371 19.244580 20.205 1.482 123.1310 -0.652 -0.177730 -57.306118 1.337084 2.344255 0
80964 353.172824 -46.452 1.184 135.1423 -0.652 -0.208005 -74.993508 1.345382 2.986430 0
72252 56.725025 -11.293 1.082 160.5285 -0.652 -0.142117 -62.995357 1.277869 3.778914 1
73941 47.897218 -11.616 0.898 136.5970 -0.652 -0.244876 -89.428556 1.299950 3.686539 0
70817 11.734556 -67.169 1.586 111.9688 -0.652 -0.178972 -51.487430 1.269074 2.043536 0
94530 33.765955 34.965 1.771 160.6911 -0.652 -0.139553 -61.933997 1.134140 2.745052 1
15438 236.885938 27.819 2.037 176.3218 -0.652 -0.176233 -87.428758 1.330955 2.781687 1
23453 234.462079 48.083 1.392 117.8827 -0.652 -0.133971 -40.996842 1.327554 2.336686 0
20287 242.448696 36.447 2.037 141.1618 -0.652 -0.069332 -26.338601 1.702763 2.226950 1
67863 60.093358 -59.809 1.869 167.9469 -0.652 -0.162745 -76.157535 1.194368 2.780474 0
98800 318.979186 -17.798 1.967 163.2876 -0.652 -0.170964 -77.347976 1.163866 2.626216 1
101277 1.587111 -24.637 1.435 114.2208 -0.652 -0.198507 -58.488568 1.067352 2.220260 0
22162 244.951165 24.898 1.834 143.8961 -0.652 -0.132876 -51.654146 1.332522 2.408570 0
87091 21.742102 -22.023 1.003 109.6814 -0.652 -0.209499 -58.795070 1.008499 2.726879 0
93764 333.468418 -25.456 1.409 129.4267 -0.652 -0.215624 -73.811871 1.270052 2.545154 0
4207 185.746710 46.209 1.987 141.8703 -0.652 -0.120692 -46.126412 1.359495 2.269360 1
51691 275.288363 47.663 0.945 149.3077 -0.652 -0.217454 -88.362260 1.206976 3.879872 1
105769 17.074539 15.635 1.976 111.5646 -0.652 -0.131137 -37.562601 1.162351 1.789833 0
71639 66.911241 -11.789 1.747 139.1502 -0.652 -0.065015 -24.277005 1.765826 2.396147 0
106235 5.060009 -9.827 1.916 201.1555 -0.652 -0.183037 -106.359715 1.201031 3.283257 0
99945 15.040169 -28.663 1.543 154.9801 -0.652 -0.239517 -101.781101 1.015255 2.876999 0
19891 237.217249 8.266 1.281 139.8293 -0.652 -0.108843 -40.880854 1.475082 2.928806 0
70869 315.260708 -56.555 1.454 186.7755 -0.652 -0.169917 -90.327735 1.218645 3.599513 1
97477 7.706409 -30.191 1.419 90.7515 -0.652 -0.200260 -44.773201 1.200599 1.776421 0
96051 350.973445 -47.675 1.951 175.3681 -0.652 -0.161727 -79.711808 1.194233 2.833426 0
69438 356.872016 -70.667 1.662 133.0442 -0.652 -0.173674 -61.451266 1.254990 2.359983 0
1349 161.596180 25.129 1.878 170.5658 -0.652 -0.169722 -80.910959 1.392244 2.816211 0
100716 38.278816 -3.148 1.852 141.9240 -0.652 -0.218858 -83.681618 1.303306 2.362009 0
2099 169.609113 26.167 1.579 137.6332 -0.652 -0.213440 -78.658275 1.156558 2.519158 0
5865 197.277314 -29.777 1.396 163.1985 -0.652 -0.063964 -28.919760 1.139683 3.229329 0
103617 7.567036 29.315 1.802 158.9185 -0.652 -0.175893 -77.029614 1.372376 2.686824 0
19542 121.243761 32.265 1.806 143.8475 -0.652 -0.174091 -67.648779 1.428434 2.428812 0
35071 232.123652 75.592 1.242 120.3290 -0.652 -0.139686 -43.812320 1.252842 2.572698 0
21702 116.198603 25.558 1.762 139.6166 -0.652 -0.244433 -91.639938 1.260495 2.391484 0
61343 71.409372 -41.955 1.013 123.0079 -0.651 -0.185091 -59.607936 1.205388 3.036617 0
105717 357.880055 -22.183 2.042 150.8268 -0.651 -0.101968 -41.940944 1.222967 2.376262 1
6926 181.245819 -32.030 1.242 147.1640 -0.651 -0.080963 -32.333318 1.197755 3.146412 0
2126 183.782215 -8.985 1.370 130.0076 -0.651 -0.157714 -54.279137 1.349162 2.604107 0
18681 118.310717 12.934 1.795 172.6532 -0.651 -0.216331 -104.647613 1.387672 2.925939 0
105836 3.943495 -22.762 2.023 162.7781 -0.651 -0.156119 -70.367348 1.278443 2.577788 0
7181 139.923180 6.268 1.462 149.2893 -0.651 -0.143134 -58.153814 1.208483 2.866968 0
29544 213.046120 73.667 1.485 108.6589 -0.651 -0.213578 -59.269917 1.132156 2.066517 0
104838 10.287559 -20.248 1.764 170.3359 -0.651 -0.185222 -88.157736 1.349005 2.915983 0
81936 311.289134 -16.376 1.373 198.8892 -0.651 -0.161112 -92.355093 1.376240 3.978646 1
18171 153.900524 40.886 1.020 148.3344 -0.651 -0.220539 -88.915301 1.373815 3.643169 0
12766 203.707161 27.926 1.019 136.8835 -0.651 -0.130607 -47.817600 1.220470 3.364133 0
38695 261.234021 42.111 0.848 136.4899 -0.651 -0.243771 -88.941208 1.261224 3.850078 0
6499 195.430907 44.394 1.754 146.1209 -0.651 -0.135333 -53.586847 1.577173 2.509863 0
99722 339.461566 -20.126 1.469 125.9213 -0.651 -0.217783 -72.134579 1.251535 2.411562 0
17951 183.791986 43.408 0.947 115.1204 -0.651 -0.200068 -59.505920 1.150898 2.987097 0
2518 143.219336 -10.716 1.862 205.2061 -0.651 -0.165998 -98.793853 1.515346 3.404638 1
9232 201.580326 42.766 1.502 135.0899 -0.651 -0.194681 -70.156883 1.288212 2.550805 0
4972 162.244294 35.692 1.609 118.6807 -0.651 -0.235704 -72.714841 1.258422 2.146941 0
14570 178.258161 51.340 1.331 135.4512 -0.651 -0.272668 -98.576698 1.112015 2.765167 0
19273 174.049656 60.150 1.526 100.1728 -0.651 -0.284350 -71.573564 1.004859 1.872727 0
23013 118.307624 20.670 1.262 117.1937 -0.651 -0.219221 -66.614237 1.032666 2.479608 0
75574 28.918920 -44.577 1.064 122.7054 -0.651 -0.160911 -51.668070 1.381833 2.923706 0
23478 138.014090 46.655 0.956 134.0516 -0.651 -0.204799 -73.122950 1.275517 3.454486 0
84894 355.272479 17.124 0.851 92.9206 -0.651 -0.350007 -80.502801 1.224945 2.612912 0
1729 195.428799 11.490 1.484 132.8430 -0.651 -0.199535 -70.473527 1.061197 2.527747 0
94455 1.300097 13.320 1.033 125.9045 -0.651 -0.256606 -84.980029 1.465667 3.064597 0
75081 13.511025 -59.475 1.409 118.8903 -0.651 -0.187182 -57.868118 1.219045 2.337806 0
35061 256.096783 65.249 2.077 157.8734 -0.651 -0.190563 -82.796032 1.178823 2.464501 1
82075 30.739306 -6.202 0.910 141.6555 -0.651 -0.283941 -108.319721 1.226280 3.786933 0
86088 331.953464 -49.845 1.794 124.3991 -0.651 -0.171152 -55.868035 1.255703 2.108979 0
102872 30.075103 -8.476 1.763 144.3145 -0.651 -0.163878 -63.928144 1.108597 2.471685 0
70381 60.508027 -23.800 1.198 117.3575 -0.651 -0.208838 -63.565728 1.088036 2.571799 0
105845 19.427197 5.156 1.946 184.0883 -0.651 -0.154209 -80.563856 1.138968 2.978806 0
22776 213.535125 54.791 1.146 143.7250 -0.651 -0.297918 -115.647129 1.135007 3.247738 0
19277 221.146596 10.921 0.864 85.5848 -0.651 -0.258404 -53.848684 1.010419 2.378780 0
2975 194.298138 -34.651 1.800 155.9353 -0.651 -0.191435 -81.951087 1.289182 2.638505 0
24013 239.488162 35.532 1.210 147.3755 -0.651 -0.258821 -103.540438 1.094016 3.207626 0
67686 59.421955 -46.289 0.994 79.2749 -0.651 -0.318905 -60.621197 1.127729 1.984870 0
12179 136.637181 35.129 1.749 134.9538 -0.651 -0.155240 -55.876129 1.119656 2.322470 0
8953 168.709615 47.523 1.671 93.5779 -0.651 -0.210265 -48.772387 1.002163 1.654315 0
94692 311.537513 -13.487 2.025 161.4290 -0.651 -0.068425 -30.534616 1.304325 2.555090 1
8765 208.998870 37.153 1.543 130.4819 -0.651 -0.298470 -103.171729 1.098623 2.422283 0
5219 149.098145 2.549 1.296 103.4235 -0.651 -0.348632 -91.182343 1.340904 2.149042 0
17341 144.443871 -7.907 0.861 99.4725 -0.651 -0.184465 -46.042487 1.052544 2.773463 0
8870 153.558283 -3.173 1.085 146.4989 -0.651 -0.158441 -62.931769 1.458596 3.440878 0
16125 133.888476 20.998 1.181 167.9486 -0.651 -0.183324 -85.789026 1.114075 3.716908 0
