# 691293 non-edge tracers in default, 15288 voids
# VoidID CoreParticle CoreDens Zone#Parts Void#Zones Void#Parts VoidVol(Mpc/h^3) VoidDensRatio
24808 328689 0.253668 23 1 23 18747482.922060 1.394125
28597 371705 0.253696 92 1 92 24136232.260317 1.666072
102884 810457 0.253861 69 1 69 28429570.973287 1.441878
27859 364784 0.253883 85 1 85 12845044.426084 1.451458
14296 216197 0.254113 99 1 99 15935352.805161 1.591760
38902 433121 0.254258 94 1 94 53616439.145813 1.225425
72804 591028 0.254338 121 1 121 23555338.374146 1.422091
36463 420184 0.254356 177 1 177 28094938.009044 1.832749
83411 675241 0.254833 8 1 8 5949037.300833 1.355394
36837 422126 0.254838 55 1 55 7281525.254078 1.738567
90747 725834 0.255046 124 1 124 23010056.083323 1.427122
1519 48473 0.255143 174 1 174 25155027.618180 1.576692
36234 418973 0.255159 12 1 12 8972497.579317 1.293275
57957 509612 0.255295 18 1 18 10025373.933534 1.241096
107278 847136 0.255396 324 1 324 47900769.560658 1.379662
14553 218927 0.255437 206 1 206 30250062.346600 1.773151
24110 320046 0.255445 149 1 149 19968515.284268 1.718972
78004 639659 0.255576 19 1 19 18795380.261851 1.333349
3398 88508 0.255616 31 1 31 4498309.295453 1.306346
70227 564113 0.255653 8 1 8 7572586.484386 1.814584
25656 339246 0.255675 86 1 86 11598409.937542 1.959832
84598 683316 0.255880 20 1 20 14204337.484807 1.281362
98819 781572 0.255902 90 1 90 13513291.661592 1.247550
69958 562312 0.255975 101 1 101 14488644.968379 1.770586
14286 216111 0.255982 43 1 43 26902231.113190 1.065813
27640 362517 0.256004 64 1 64 10798399.799246 1.402963
65106 537269 0.256059 66 1 66 21886541.817625 1.416916
100070 789927 0.256210 218 1 218 33309844.063445 1.369366
87219 701788 0.256272 80 1 80 34926136.126010 1.110553
37757 426993 0.256290 120 1 120 18514139.095330 1.390919
18647 261822 0.256345 124 1 124 18062842.749489 1.725001
72778 590654 0.256389 13 1 13 5206444.247916 1.590003
