# 42593 superclusters from default
# ClusterID RA(deg) Dec(deg) redshift R_eff(Mpc/h) delta_max delta_avg lambda_c DensRatio Theta_eff(deg) EdgeFlag
42926 237.115997 49.130381 1.040393 71.876583 9.890030 -0.021335 -19.935438 9.725282 1.740342 0
143664 356.589883 -17.065968 2.094321 97.327565 9.777620 0.318294 483.064692 4.657326 1.512372 0
40446 248.209454 17.161202 1.334009 92.217098 9.744770 -0.008173 -11.378334 4.690884 1.879731 0
7737 182.226880 -36.841431 1.643577 69.671992 9.662050 0.176616 157.008908 7.090409 1.244224 1
51291 261.781444 10.859149 1.754838 103.655827 9.573340 0.053720 90.174641 7.671419 1.780065 1
39741 238.130539 50.478661 1.562274 84.899295 9.571110 0.032453 39.581739 9.211887 1.564050 0
123802 41.919013 -23.506014 1.707267 107.136329 9.540560 -0.149852 -265.193393 7.514779 1.870039 0
23114 231.628455 33.177731 1.991286 101.775094 9.450860 -0.015030 -24.500414 5.176940 1.625859 1
132721 7.272930 -24.987293 1.373230 75.873111 9.450410 -0.018322 -18.668443 4.764354 1.517397 0
11430 187.281474 49.921958 2.109805 91.752934 9.329460 0.089815 124.034621 8.363347 1.420079 1
18415 232.300631 21.612821 2.020000 116.396395 9.320230 -0.144436 -291.863151 7.501244 1.844762 1
25422 231.752439 23.167969 1.558022 82.600866 9.279940 0.132047 154.136096 2.791914 1.524281 0
136120 354.472967 -22.884429 1.466438 70.843122 9.243850 -0.195119 -178.146367 8.450006 1.358040 0
38505 122.128685 -2.100176 0.896586 108.337118 9.224670 -0.133091 -239.768586 5.916112 2.928554 1
10087 186.609747 20.243992 1.194215 94.494216 9.127100 -0.121347 -175.661271 5.605076 2.075652 0
91072 358.823669 -68.053803 1.006412 70.243008 9.041840 -0.178869 -161.101986 10.316215 1.742345 0
38243 131.452971 58.888837 1.758937 73.012670 9.011080 0.043304 41.492161 5.436871 1.252114 1
65574 270.004110 3.142730 1.020351 109.973528 9.000820 0.134591 248.357919 4.866636 2.700614 1
51532 258.426571 -1.847646 0.994885 149.769733 8.944285 0.139253 421.194728 5.750696 3.746437 1
99464 65.475752 -22.046967 2.029000 120.780151 8.837516 -0.134214 -287.733778 8.129665 1.909558 1
85671 67.625570 -45.088786 0.988001 76.579366 8.785261 -0.162338 -167.879683 6.162006 1.925399 0
37718 242.398222 47.298964 2.150185 64.145761 8.775798 -0.065933 -51.353434 8.751622 0.982732 0
113004 40.034721 -34.572380 1.469500 82.495343 8.723224 -0.289807 -337.595198 6.732097 1.579312 0
4265 170.688548 38.954187 2.099507 102.174706 8.722468 0.130528 214.118406 5.170983 1.585567 1
634 162.318250 5.807234 2.014612 94.805619 8.711215 -0.006163 -8.968391 4.715709 1.504786 1
567 160.890391 -6.227758 2.068500 89.902404 8.687329 0.119151 159.268920 4.686200 1.406444 1
26654 209.853922 -27.392124 0.957920 97.745325 8.629483 -0.053583 -81.880380 6.089406 2.514345 0
140842 2.351583 2.042432 1.546764 100.735588 8.555145 -0.024405 -39.134937 5.745406 1.867328 0
53415 243.537755 -72.789627 1.437186 60.209485 8.550331 0.243857 171.632620 5.542218 1.169155 1
140853 15.776958 -11.311398 1.697376 111.592246 8.547673 -0.032994 -62.323360 4.060898 1.954582 0
19764 146.593214 19.526679 1.150083 85.263061 8.535293 -0.067921 -83.410556 5.725483 1.922470 0
43631 119.108618 -61.107811 1.812555 110.476724 8.500189 -0.204899 -380.866357 8.337247 1.861650 0
69321 284.306399 -82.192213 1.522373 112.537895 8.491573 0.340507 651.935299 5.815412 2.106915 0
93256 65.614616 14.413183 1.158949 159.006531 8.397622 -0.009579 -31.883894 3.993110 3.566044 1
40011 113.528122 27.565447 1.402000 128.942868 8.373991 -0.127772 -304.138963 7.408563 2.544179 0
20882 228.477099 12.457613 1.488228 76.494846 8.353953 -0.219709 -226.808630 7.368472 1.452722 0
1893 198.659773 -17.328201 1.884318 115.492978 8.345335 0.016545 33.019102 4.004329 1.903207 0
75145 280.162207 58.765826 1.520319 109.958576 8.330282 -0.270644 -499.304828 7.876489 2.060368 0
49143 197.361295 -78.849305 1.446078 168.832140 8.246075 0.379222 1389.383234 2.866837 3.265469 0
60125 93.022342 -14.602847 1.528134 113.426304 8.241888 0.193662 375.478980 2.221886 2.118532 0
59982 95.031215 -33.019791 0.938500 63.251098 8.233528 -0.092945 -70.784319 6.904875 1.652041 1
138985 325.951844 -12.161292 2.012732 111.606030 8.233063 0.015440 29.169856 5.696764 1.772362 0
33584 232.508069 -35.314817 1.346024 127.589475 8.228107 0.902222 2111.626720 2.837185 2.585408 0
70293 287.619434 -81.010892 1.336711 94.026195 8.215628 0.363232 521.652999 6.464078 1.914046 1
82138 284.761082 -36.600141 1.077205 137.973346 8.212786 0.105738 280.481743 5.730036 3.258265 0
104161 323.773748 -19.401738 0.875500 93.899849 8.205340 0.040298 57.749113 5.975005 2.584607 1
6911 162.398214 29.360058 1.595433 95.945859 8.197359 -0.151070 -224.088285 5.802805 1.744799 0
42850 198.173458 70.930274 1.270622 69.269493 8.184766 -0.065638 -57.812910 4.984751 1.458600 0
143368 10.189883 -15.184761 2.033192 100.109467 8.165489 -0.031516 -50.037495 3.646078 1.580955 1
1105 201.002404 14.124435 2.043651 87.726831 8.131823 0.287403 369.405614 4.131533 1.381508 1
41368 188.445818 71.698547 1.483892 104.278407 8.106464 -0.156212 -264.743115 7.586442 1.984024 0
90023 28.740446 -73.137053 1.585837 113.453944 8.095886 0.002295 4.451267 3.687756 2.070856 0
114279 14.484876 -31.952110 1.028689 73.417155 8.095119 -0.227842 -220.246718 5.362818 1.792271 0
72959 279.171079 62.118284 1.342040 107.240279 8.075390 -0.193088 -342.238489 6.321533 2.177313 0
129131 17.271887 -29.001715 1.406240 78.390356 8.063120 -0.101418 -108.876961 6.676292 1.543702 0
113538 321.871348 -46.402653 1.915237 106.442281 8.056636 0.006153 10.776018 5.684625 1.737929 0
787 169.985051 -2.461440 1.843326 124.688949 8.043661 -0.012977 -29.274672 7.092780 2.080798 1
72837 287.466855 78.072278 1.752782 86.115111 8.016125 0.099080 123.627460 5.780264 1.479863 0
45689 106.022971 17.028962 1.203016 104.705941 8.008404 -0.064597 -110.196958 6.944583 2.288366 1
44861 118.321687 65.108651 2.075874 85.601073 7.992050 -0.003710 -4.584472 6.836271 1.336561 1
40594 126.745109 39.254941 0.901500 81.716351 7.971293 -0.026595 -30.513227 7.809339 2.199830 1
39926 242.845438 32.870271 1.252339 77.782585 7.961809 -0.004772 -5.059224 6.113086 1.653972 0
129547 318.409967 -24.900533 2.010724 117.795010 7.909257 -0.131071 -269.965417 6.894629 1.871678 0
3659 196.190582 -29.512346 1.875625 112.283737 7.828976 0.270190 515.437852 2.987120 1.855210 0
77816 316.791663 -81.041958 1.634246 81.069885 7.806458 0.234878 266.082838 6.833064 1.452783 1
1695 175.020677 -7.640855 1.653831 87.612399 7.794606 -0.056908 -72.992151 5.401826 1.558729 0
28710 239.007324 -10.578707 1.645769 101.658579 7.786528 0.251201 408.744558 3.335953 1.813984 0
16670 144.245993 -32.244944 1.557077 91.498693 7.784790 0.036728 50.496483 7.269755 1.689113 1
85579 78.967746 -30.145838 2.089000 102.413721 7.773093 0.007079 11.655573 6.732757 1.593603 1
10472 193.099877 31.088779 1.393682 89.121554 7.771818 -0.129844 -171.156648 6.426500 1.765266 0
5169 172.297314 9.762541 1.336801 104.585915 7.757200 -0.175620 -299.040792 6.993264 2.128910 0
142204 21.001308 -8.050827 1.916899 117.863022 7.751924 -0.095125 -196.108740 6.542356 1.923456 1
124945 24.684424 -37.818711 1.614176 97.231834 7.731741 -0.143220 -217.018341 6.927858 1.755578 0
106055 309.563053 -40.553573 1.824524 99.582816 7.709889 -0.198820 -313.007366 7.363060 1.671690 1
122 183.905841 -4.021308 2.061839 81.608745 7.707608 0.285970 327.415529 5.343106 1.278946 0
83954 284.535353 -36.827814 1.290309 181.844604 7.692034 -0.065033 -268.320857 6.012844 3.789743 0
92195 297.357357 12.769790 0.887640 176.048050 7.678823 -0.344416 -1349.252234 2.713611 4.795235 0
581 167.643504 -4.783669 1.936097 113.169011 7.666722 0.037642 72.716781 5.335848 1.836502 0
62371 267.828277 45.439727 1.818029 108.590264 7.646551 -0.101780 -184.045983 5.095672 1.826665 0
120496 48.910149 -12.581280 1.741126 109.920993 7.641436 0.180777 333.328800 5.197819 1.896410 0
32550 142.853658 43.981958 1.145795 99.580810 7.629872 -0.011866 -18.679614 3.697058 2.251171 0
30880 223.864438 48.379543 1.628463 84.108062 7.617360 -0.148578 -178.523713 8.159760 1.510482 0
55023 104.182402 66.415738 1.788957 100.614729 7.593194 0.033548 53.694156 4.605320 1.708445 1
103213 352.717595 -50.303557 1.089394 89.340283 7.572008 -0.140781 -186.302708 6.339927 2.092920 0
105624 49.526407 -45.028095 1.971609 84.513590 7.566484 -0.247497 -299.676818 7.198247 1.357588 1
21807 199.846911 37.364513 1.163522 86.508971 7.469753 -0.143762 -180.693106 4.528493 1.934827 0
64918 259.766461 88.233937 1.675500 54.475680 7.459415 0.425354 255.078883 7.419987 0.961611 1
56597 259.547590 61.286001 1.578537 67.761090 7.443651 -0.125375 -106.605453 7.903448 1.240354 0
97170 302.685586 5.074010 1.043155 108.718228 7.435692 0.082682 149.795012 4.183943 2.627347 0
111423 312.919746 -8.921351 1.275201 89.586040 7.431085 0.189751 252.213994 4.176583 1.881841 1
87312 292.596479 -27.676008 0.821500 82.618378 7.427319 -0.076984 -89.892944 6.408695 2.388228 0
62616 92.205805 -26.999925 1.088570 85.483259 7.376861 -0.122594 -151.174064 5.648212 2.003644 1
123094 45.924427 1.174743 1.623969 91.135718 7.315757 0.022168 30.285371 1.688819 1.639447 1
47221 130.033983 72.119425 1.598111 69.691019 7.309307 0.011633 10.346020 6.022567 1.266044 0
50857 256.130230 -3.427698 0.842993 116.148764 7.274565 0.662247 1333.655539 2.672062 3.291093 1
105216 23.210159 -60.257137 1.960455 71.938714 7.264353 -0.090814 -84.975306 5.682530 1.159259 0
80324 64.603194 -65.226388 1.093618 78.020321 7.256859 0.014052 14.971941 6.504650 1.822709 1
143841 353.842137 10.977734 2.079000 102.115943 7.233530 0.229665 376.395245 4.700472 1.593116 1
133256 354.943165 -13.085945 1.241347 99.496566 7.217601 -0.291248 -457.884765 7.771139 2.128391 0
9574 140.811148 -20.101341 1.792691 93.889572 7.214665 -0.053626 -76.835589 8.484416 1.592313 0
24954 123.324304 17.867116 1.829875 109.097133 7.181646 -0.100836 -183.702451 6.972714 1.828308 0
44067 130.851197 70.876610 2.020500 100.006828 7.163556 0.187931 297.882422 5.250971 1.584788 1
8987 147.565788 19.373686 1.578500 101.313312 7.143266 -0.118428 -191.654879 5.148405 1.854548 0
90893 308.751366 -51.150137 0.920875 94.762848 7.141104 0.024050 34.973600 4.927332 2.510489 0
139118 9.972710 33.058361 1.956529 72.500507 7.129559 0.224131 212.348064 3.578159 1.169623 0
137673 333.041539 -15.894197 1.728080 90.381759 7.119638 0.050725 68.383562 4.831316 1.566268 0
113497 326.921463 -37.275047 1.364631 82.887635 7.096513 -0.052421 -61.529984 3.692820 1.664511 0
6819 204.611966 2.757273 1.390765 96.058415 7.060733 0.023630 35.117630 5.980413 1.905261 0
124620 8.012384 44.193165 1.630537 89.704399 7.059555 0.105427 140.428024 4.796985 1.609738 1
1057 180.053618 1.583848 1.727804 88.830930 7.054526 -0.008009 -10.502115 5.412271 1.539538 0
67524 87.354755 -57.273571 0.910171 91.343806 7.044096 -0.084750 -116.205235 5.976854 2.441298 0
105418 34.668921 -0.254478 0.820500 54.471962 7.029022 0.322669 193.478850 3.035129 1.576096 1
3605 163.169791 -27.495379 1.832132 104.074946 7.018253 -0.069383 -117.221030 5.633821 1.742903 0
34073 206.769118 64.236274 1.963358 113.572427 6.991119 -0.141213 -274.354561 5.575806 1.828653 1
116423 344.051600 -47.089771 1.512161 76.529132 6.982161 -0.044656 -46.132348 5.054156 1.438829 0
41953 114.330524 45.091350 1.547893 107.312422 6.973322 0.008397 14.899627 5.223533 1.988339 0
48350 110.211935 46.493578 1.073985 90.997445 6.929974 -0.031444 -42.853108 4.239226 2.153527 1
16402 155.016629 34.455823 1.373860 101.712016 6.912345 -0.052973 -86.268837 3.541975 2.033545 0
26915 124.499891 23.566181 1.708196 97.200695 6.911846 -0.102064 -154.576128 4.115025 1.696064 0
123674 7.484977 38.688874 1.390407 87.444613 6.891539 -0.234326 -299.635673 6.159770 1.734702 0
92224 73.596293 -7.614381 1.792529 76.697285 6.866906 0.041618 43.144887 5.622944 1.300810 1
49145 213.502204 -71.414365 0.861860 134.669240 6.861995 0.197478 503.904480 2.839503 3.751536 1
107731 14.416530 -61.887134 2.159536 61.905166 6.857771 0.588131 432.750139 2.411358 0.946209 1
105003 354.492784 -55.348513 1.363313 97.626892 6.850926 -0.156667 -238.939299 4.647169 1.961740 0
95350 63.086198 6.979484 1.182500 97.628447 6.822144 0.107749 164.337308 4.537364 2.159147 1
90046 1.254596 -71.556499 1.142000 70.628846 6.818445 -0.159599 -145.011384 6.318398 1.600382 1
1772 191.144147 -20.402424 1.849770 94.088447 6.772630 -0.171781 -246.963676 5.432778 1.566990 0
80 189.975499 0.624969 2.144553 70.823028 6.765277 0.297972 271.928372 6.087352 1.086555 1
98369 324.496857 -39.212055 0.899111 78.456764 6.754551 -0.138243 -148.611577 3.381083 2.116324 0
132067 349.291426 44.862607 2.065349 151.478087 6.749106 -0.227362 -700.290331 7.377856 2.371713 1
74657 278.878199 57.323269 1.613393 98.911112 6.743154 0.032564 50.714198 3.350334 1.786428 0
80259 336.903498 81.042507 1.523000 87.892606 6.733588 0.117069 150.925979 5.379409 1.645086 1
32604 125.423941 29.505444 1.382212 95.708548 6.731512 -0.165440 -244.433657 5.144807 1.905961 0
1381 193.362075 -14.003579 1.839004 110.823086 6.723530 -0.210022 -392.349399 7.511954 1.851908 0
49758 198.161473 -77.403701 1.141558 191.220615 6.722235 0.057365 256.506941 2.768601 4.334048 0
9787 210.383679 5.809116 1.363165 109.512120 6.712211 -0.236765 -433.966930 4.822973 2.200721 0
38444 215.106704 59.673794 1.280923 95.813221 6.708399 -0.296563 -438.932248 6.718878 2.006601 0
35339 145.393351 49.167949 1.088094 85.679742 6.655033 -0.276031 -341.635907 4.644647 2.008876 0
70195 85.570308 -58.251704 1.635329 90.222213 6.653772 -0.024971 -33.568583 5.059488 1.616144 0
45936 156.900982 -73.541404 1.196854 135.130474 6.650910 0.090865 233.131983 3.935997 2.963752 0
93091 332.479551 -63.655769 1.166717 110.549788 6.632288 -0.052871 -98.381454 4.701860 2.467803 0
16440 147.408706 38.673556 1.682251 101.932848 6.611881 -0.188066 -307.336114 4.375613 1.794990 0
131984 10.769452 18.384271 1.277000 133.606142 6.596177 -0.220386 -555.271536 5.038559 2.803865 0
22832 168.516913 38.675264 1.091695 91.714914 6.579618 -0.027597 -38.086402 4.981064 2.145326 0
46142 157.005215 78.203563 1.975715 97.189531 6.566516 -0.060048 -90.926151 4.041231 1.559399 1
46828 172.922147 -71.824607 0.868872 165.999767 6.565812 -0.128782 -459.227242 2.643774 4.595742 1
28305 139.361092 -4.350549 0.926139 97.900887 6.553354 0.025365 38.859614 3.999721 2.582552 1
125977 346.104889 2.837724 1.052386 102.189232 6.542675 -0.082377 -135.162323 4.938078 2.453918 1
44487 122.570586 59.181527 1.274806 92.058299 6.532537 0.008871 12.316113 3.386605 1.934177 0
4181 178.493263 23.511491 1.555189 87.518661 6.522410 -0.111590 -142.884932 6.035164 1.616858 0
97680 62.187263 6.213314 1.331850 109.940638 6.522297 0.280002 516.433907 4.674069 2.243405 0
81254 70.544861 -66.602445 1.951649 73.723642 6.488462 0.192092 186.930858 1.818876 1.191021 0
106818 317.018252 -14.503762 1.042983 109.142519 6.484125 -0.204652 -373.084657 5.947738 2.637914 1
39234 243.500176 11.956923 1.105970 103.836653 6.479544 -0.284628 -479.113089 6.053042 2.406573 0
106600 55.675024 16.604815 1.547619 81.726855 6.476286 0.368656 423.062796 2.831930 1.514444 1
66628 88.192258 -65.865962 0.965579 84.884122 6.472791 -0.107011 -130.482579 5.895948 2.170657 0
25527 184.895638 -32.021715 0.878078 82.663121 6.466317 -0.126172 -147.455219 5.652879 2.270222 1
2880 145.766380 11.076416 2.099836 83.915304 6.450466 0.137854 165.030760 3.000400 1.302104 1
21014 182.295826 -17.458671 0.854374 84.760151 6.449377 -0.007305 -8.886353 1.954160 2.377044 0
141512 24.715526 -12.403691 1.963454 98.764387 6.440361 0.044782 69.577136 3.211450 1.590183 1
141658 24.271464 -8.230517 1.925553 76.705965 6.428836 -0.085407 -88.556686 3.237822 1.248616 0
56764 102.857697 -53.969922 0.852339 47.079916 6.404331 0.238012 113.015135 6.642793 1.322746 1
9579 160.901034 43.969731 2.020264 87.014805 6.398066 -0.223449 -283.483077 2.696151 1.378995 1
39229 241.095208 11.638582 0.989309 82.563144 6.353597 -0.227564 -265.436928 3.750143 2.073826 0
109883 52.179164 -33.039396 1.882279 98.779454 6.351410 0.133567 207.569944 4.032095 1.628790 1
95659 308.832315 21.799205 0.849175 110.618249 6.322986 0.034271 63.834332 2.406091 3.116800 1
13725 145.488049 30.887105 1.629235 110.821574 6.313586 -0.164874 -308.000290 6.064481 1.989650 0
120652 24.779734 -2.445795 1.033189 102.993403 6.311521 -0.112792 -187.402083 4.901902 2.506343 0
127838 327.233757 -18.269586 1.461517 95.979909 6.307035 -0.142970 -212.194717 6.664602 1.843846 0
115919 343.508024 -2.052452 0.867000 78.893022 6.306910 -0.156186 -169.396481 3.705228 2.187778 1
95937 59.689200 8.529469 1.064528 97.737670 6.304375 -0.116901 -178.615282 5.234214 2.327744 0
2695 197.803444 7.101144 1.633002 96.581814 6.294915 -0.022456 -33.663425 3.493839 1.731561 0
74182 280.709042 59.012212 1.191271 116.844355 6.287730 -0.084693 -172.195301 4.914511 2.570967 0
103629 58.194989 12.611212 1.509113 100.802859 6.269340 0.513290 823.985314 2.285934 1.897606 0
56222 101.816857 54.770209 1.077279 72.057058 6.263271 0.129237 121.246979 5.274764 1.701557 1
9684 191.888144 43.030351 1.839334 96.828473 6.252786 -0.105719 -159.131488 5.957805 1.617884 1
59095 251.718195 79.691286 1.800898 107.258867 6.248580 -0.068714 -121.825844 3.659913 1.814214 1
127570 319.525437 -26.906971 1.903272 102.232991 6.246664 -0.030780 -50.537590 5.607993 1.675137 0
108756 332.257201 9.354073 0.831500 61.067604 6.237060 0.380640 274.038457 4.844035 1.748795 1
134506 2.590250 -39.570793 1.859000 111.198104 6.227195 0.069296 130.156250 4.530013 1.846657 0
35017 140.581022 -35.422114 0.895028 117.023333 6.225511 0.066594 135.728256 3.104491 3.167532 1
24283 220.440242 -22.181304 1.172591 80.643330 6.224345 0.225549 253.367620 6.556135 1.793933 1
100685 310.918665 -19.811120 1.028027 67.263710 6.222812 0.020231 17.000658 5.295732 1.642819 1
38949 115.169185 21.493794 1.308478 96.579619 6.209294 -0.052468 -78.652928 5.940374 1.994063 1
130532 337.457520 26.344693 1.477089 62.209120 6.208006 -0.079120 -58.674714 8.074347 1.187057 0
24286 224.172845 -42.573558 1.846273 129.819509 6.178232 -0.086930 -209.178003 5.702165 2.164425 1
43177 247.697909 -13.673901 0.965885 149.344254 6.177566 0.043773 131.797422 3.872353 3.818135 0
21195 144.149445 11.811475 1.088635 87.363397 6.164891 -0.021186 -27.049937 4.509714 2.047626 0
45401 113.510743 26.865751 0.821000 50.981282 6.163248 0.165595 89.311044 6.970778 1.474398 1
5371 186.601203 -18.473273 1.397648 64.947116 6.158506 0.137857 109.528003 4.149832 1.284062 0
122424 347.851368 -29.504275 1.173871 76.774399 6.155308 -0.031261 -32.459724 3.597705 1.706575 0
40441 117.231633 46.821101 1.624428 109.825456 6.152567 -0.033723 -62.093560 4.371740 1.975318 0
14192 159.015644 2.192365 1.059613 81.451149 6.148532 -0.092640 -105.739206 4.837900 1.946318 0
129946 25.022588 -26.602733 1.505144 106.600379 6.142126 -0.283709 -498.065395 6.186662 2.010071 0
42049 127.809603 -60.212073 1.426430 158.171559 6.132154 -0.114175 -376.855619 4.736611 3.086260 1
46581 164.939593 76.480547 1.384756 75.690239 6.130465 -0.142839 -144.980350 4.374549 1.505507 0
17655 134.221387 0.272727 1.469955 101.187282 6.120071 0.033018 53.327047 4.612212 1.936774 0
115141 49.797546 -32.995817 2.014027 111.273301 6.117289 0.011101 20.873533 4.355821 1.766450 1
19429 139.819755 34.268992 1.627135 77.703910 6.114183 0.101091 107.008822 5.388796 1.396164 0
78482 284.069893 56.360548 1.360555 104.408727 6.107694 -0.090903 -154.367531 5.036020 2.100804 1
43110 148.237370 62.057116 0.876000 94.251594 6.105723 -0.266325 -383.949765 7.328553 2.593160 0
25066 158.975171 -33.508341 0.995036 73.839616 6.093863 -0.055574 -54.217103 5.259331 1.846866 1
36850 241.905668 41.617046 1.895110 85.234685 6.080261 -0.107129 -131.489734 4.631661 1.400024 0
88315 292.533655 37.844140 1.041761 123.041026 6.079832 0.173054 382.173671 4.703455 2.976353 1
29323 126.036328 -22.512089 1.428386 140.984779 6.078368 -0.175215 -481.112712 5.917972 2.748486 1
23708 203.815424 12.372426 0.862250 54.407961 6.073400 0.264414 158.250163 2.858539 1.515139 1
25760 144.963140 40.190767 1.328371 111.658076 6.073317 -0.060393 -114.184934 2.502467 2.282398 0
136818 9.415294 -38.601871 2.011294 95.027512 6.070667 -0.043315 -63.269513 3.461130 1.509682 0
93373 69.718437 -22.695974 1.655208 86.697690 6.056742 -0.150744 -190.130210 6.076146 1.541680 1
89912 292.859380 -33.663721 1.092532 90.834195 6.056181 0.011634 15.810131 5.793052 2.123566 0
9409 217.156703 21.344477 1.744930 100.697404 6.053763 -0.227896 -365.229364 5.899329 1.735043 0
141548 5.004720 -6.752976 1.632721 88.286820 6.046600 -0.204633 -265.710981 6.469227 1.583010 0
