# 12629 voids from default
# VoidID RA(deg) Dec(deg) redshift R_eff(Mpc/h) delta_min delta_avg lambda_v DensRatio Theta_eff(deg) EdgeFlag
24433 231.384419 55.449 1.571 170.2712 -0.624 -0.182444 -86.795920 1.172927 3.126390 0
16311 149.410676 -25.778 0.963 133.9984 -0.624 -0.140309 -50.073083 1.244839 3.433108 1
98246 336.740177 -41.878 2.041 134.8459 -0.624 -0.217329 -78.149033 1.329166 2.124942 0
1968 162.186248 -30.545 1.843 123.8648 -0.624 -0.177125 -57.519800 1.384113 2.067405 0
92461 340.922671 -49.995 2.069 145.6168 -0.624 -0.111468 -43.954599 1.347232 2.277560 1
69924 58.833228 -52.255 1.583 126.6089 -0.624 -0.132286 -44.103170 1.138474 2.313357 0
71600 348.266505 -65.808 1.475 111.8025 -0.624 -0.252664 -72.558114 1.094025 2.135541 0
103546 359.583904 13.652 1.368 161.1368 -0.624 -0.141453 -62.986165 1.062316 3.231362 1
71310 68.652399 -0.883 1.663 124.5925 -0.624 -0.079094 -25.866335 1.085433 2.209313 0
10146 160.149068 -20.554 1.072 123.5146 -0.624 -0.167040 -54.060762 1.211516 2.927267 0
51680 280.635222 67.557 1.446 130.9500 -0.624 -0.168151 -58.375060 1.042022 2.533260 0
14759 145.701377 -17.363 0.976 134.5122 -0.624 -0.199590 -71.557235 1.043707 3.411310 0
7646 229.799861 13.454 1.982 138.0380 -0.624 -0.063105 -23.337994 1.306405 2.210769 1
51206 86.534508 -37.684 1.159 154.8872 -0.624 -0.201661 -85.632872 1.119088 3.474086 0
68471 62.881174 -22.459 0.846 93.9196 -0.624 -0.070391 -16.399252 1.473359 2.654280 0
17586 130.575626 10.056 1.178 149.5429 -0.624 -0.085949 -34.991192 1.127457 3.315640 0
101335 16.252261 39.363 2.083 102.6927 -0.624 -0.119953 -31.106971 1.219683 1.600596 0
87564 26.981965 -4.187 0.942 141.3650 -0.624 -0.255495 -97.228421 1.079904 3.682595 0
12597 153.775781 52.404 1.937 145.4549 -0.624 -0.118998 -46.861313 1.139212 2.359862 0
10023 175.873458 52.519 1.825 136.5041 -0.624 -0.010306 -3.760729 1.460508 2.291478 0
102447 0.403515 35.379 1.755 112.9439 -0.624 -0.135807 -39.478283 1.232627 1.939484 1
29587 141.118174 73.780 1.409 137.1154 -0.624 -0.222183 -81.510499 1.182045 2.697164 1
23622 114.998687 21.276 1.530 112.4997 -0.624 -0.239854 -69.395149 1.326768 2.099214 0
80201 326.088845 -7.941 0.871 88.4552 -0.624 -0.303501 -65.800444 1.084130 2.444100 0
15971 218.820386 45.869 1.659 128.7106 -0.624 -0.296438 -100.802333 1.038063 2.285312 0
12753 185.589268 48.035 1.354 140.5727 -0.624 -0.139147 -52.596340 1.219423 2.837341 0
3094 136.709745 1.516 2.021 134.1936 -0.624 -0.206779 -73.924028 1.111244 2.126434 0
45035 91.856872 -52.384 0.910 127.0118 -0.624 -0.176243 -58.982683 1.297384 3.394691 0
1074 179.397695 -3.320 1.496 140.3490 -0.624 -0.224810 -84.813739 1.135791 2.656284 0
57456 65.812290 -63.590 0.962 121.5506 -0.624 -0.052252 -16.588613 1.261866 3.116077 0
106724 357.428352 -22.181 2.034 167.2730 -0.624 -0.051141 -23.816609 1.541687 2.640846 0
683 163.551857 -2.410 1.746 156.4420 -0.624 -0.250142 -107.500486 1.161434 2.694269 0
3248 164.253305 0.528 1.274 148.8326 -0.624 -0.230496 -93.304357 1.132534 3.128666 0
19384 181.580167 49.857 1.021 93.5547 -0.624 -0.044708 -10.367255 1.230793 2.295744 0
81810 337.472565 19.470 0.856 92.6418 -0.624 -0.091937 -21.069728 1.368325 2.594430 0
101491 335.093566 30.921 1.854 115.5558 -0.624 -0.369790 -110.485586 1.129144 1.921767 0
65983 63.645822 -58.969 1.503 142.9357 -0.624 -0.157531 -60.748447 1.142012 2.697880 0
1545 187.187253 -13.628 1.447 119.8682 -0.624 -0.009643 -3.010630 1.426234 2.317004 0
16099 161.340884 42.638 1.125 93.2493 -0.624 -0.229402 -52.987264 1.008093 2.135000 0
3978 149.372046 3.890 1.441 93.6216 -0.624 -0.224456 -52.093316 1.003320 1.814887 0
97 177.224669 -8.011 2.037 144.5238 -0.623 -0.162497 -63.500014 1.167806 2.279940 1
7190 186.271797 20.298 1.052 126.8370 -0.623 -0.147666 -49.337357 1.055086 3.046212 0
68908 330.028726 -61.891 0.968 134.4942 -0.623 -0.138939 -49.804318 1.263254 3.433335 0
17877 119.839432 -2.745 1.599 101.9215 -0.623 -0.273507 -70.289088 1.053956 1.850778 0
422 197.530760 19.005 2.029 120.2651 -0.623 0.009721 3.047156 1.008302 1.901382 0
71605 69.365036 -29.339 2.078 128.8616 -0.623 -0.127413 -43.387390 1.306018 2.010743 0
21877 141.474549 37.128 0.894 116.4284 -0.623 -0.202587 -61.077694 1.089110 3.154559 0
105991 353.658313 -10.090 1.694 107.8306 -0.623 -0.331261 -91.087867 1.154687 1.890993 0
98006 22.161208 36.931 1.837 103.1554 -0.623 -0.199819 -52.098775 1.195468 1.725122 0
17723 220.101019 18.696 0.916 153.8715 -0.623 -0.214924 -90.547188 1.149249 4.091427 0
36887 262.889854 37.979 1.891 113.9404 -0.623 -0.136862 -40.206481 1.479273 1.873579 0
98299 16.737711 -34.547 1.597 113.1570 -0.623 -0.289082 -84.224665 1.071966 2.056436 0
71078 298.917499 -43.275 1.794 110.2188 -0.623 -0.281733 -79.532651 1.176072 1.868209 0
104154 323.733409 -7.766 1.964 137.7667 -0.623 -0.148192 -54.675989 1.062505 2.218077 0
107158 11.776268 -0.158 1.966 142.8805 -0.623 -0.137579 -53.029691 1.390112 2.298528 1
46616 89.689234 -24.247 1.362 134.9958 -0.623 -0.203208 -73.168527 1.007822 2.713827 1
105766 347.767416 -15.594 1.724 111.3461 -0.623 -0.178599 -51.037318 1.073908 1.932409 0
83456 17.200303 -45.942 1.262 140.9607 -0.623 -0.146309 -55.486622 1.182476 2.981700 0
98111 345.742677 -39.446 1.716 134.9972 -0.623 -0.292648 -105.374560 1.156840 2.348974 0
69667 63.735843 -31.651 1.172 160.8837 -0.623 -0.103105 -45.824077 1.197524 3.579577 0
99481 338.906839 -35.051 1.761 132.7442 -0.623 -0.184846 -65.227173 1.076191 2.275077 0
25056 239.228819 47.382 1.452 112.3804 -0.623 -0.135924 -39.275909 1.164468 2.168078 0
87792 323.870541 -36.267 1.479 97.7091 -0.623 -0.121433 -29.665907 1.235795 1.862652 0
100915 7.551939 -30.133 1.520 110.6855 -0.623 -0.277662 -78.781823 1.128497 2.074542 0
22307 206.699541 58.399 1.304 99.4262 -0.623 -0.194745 -48.581130 1.098035 2.057397 0
70057 314.915022 -59.962 1.364 132.2676 -0.623 -0.200495 -70.444561 1.045036 2.657087 0
2742 138.986336 -0.348 1.988 138.4838 -0.623 -0.300948 -111.730218 1.087739 2.214241 0
8618 161.200702 -6.219 0.978 116.4384 -0.623 -0.202863 -61.167187 1.203706 2.949942 0
12175 224.211426 35.191 1.780 120.5535 -0.623 -0.267604 -84.121610 1.004249 2.053002 0
10786 159.617339 44.648 1.536 97.8310 -0.623 -0.225360 -55.137717 1.163745 1.821100 0
670 204.119057 9.377 1.991 146.7474 -0.623 -0.087384 -34.779087 1.358294 2.344550 0
76099 63.555479 -19.759 2.020 151.0219 -0.623 -0.322396 -132.812268 1.222764 2.393796 1
2214 189.704190 23.583 1.474 114.3711 -0.623 -0.176206 -51.999533 1.140823 2.185242 0
1530 205.037714 -20.167 1.844 144.2356 -0.623 -0.101072 -39.401869 1.167880 2.406230 0
93880 31.500516 -22.141 1.414 162.9929 -0.623 -0.224807 -101.487248 1.140745 3.199002 0
27839 213.972753 73.822 1.908 141.9254 -0.623 -0.240645 -92.012789 1.097878 2.322080 1
22734 125.152985 51.025 1.947 155.8624 -0.623 -0.184766 -79.051846 1.062024 2.521685 0
417 196.431553 17.200 2.001 91.6673 -0.623 -0.060036 -13.585267 1.061618 1.460501 0
9030 189.795330 -26.989 1.106 181.4296 -0.623 -0.194975 -100.098680 1.013738 4.203672 0
45095 91.641808 -30.283 1.039 143.1935 -0.623 -0.263088 -101.673603 1.071106 3.471168 0
90724 346.893979 -43.310 1.443 159.8580 -0.623 -0.209180 -92.257316 1.068557 3.095435 0
24864 180.348399 63.012 1.009 114.7005 -0.623 -0.279823 -82.863108 1.160388 2.839293 0
45117 90.070621 -52.366 1.161 136.9023 -0.623 -0.216631 -79.325458 1.177926 3.065737 1
23075 128.685249 28.907 0.984 135.4881 -0.623 -0.225930 -81.706086 1.228976 3.416360 0
73137 330.305497 -43.546 0.890 112.6251 -0.623 -0.152441 -44.163649 1.083881 3.061174 0
106846 342.015856 1.532 1.953 162.5239 -0.623 -0.136691 -61.494970 1.195119 2.624725 1
75412 65.972010 -6.063 2.094 145.9367 -0.623 -0.250012 -98.845655 1.164829 2.268107 1
19485 224.191163 12.721 0.919 91.6050 -0.623 -0.198310 -44.838192 1.044059 2.430374 0
14571 147.389587 -11.930 0.960 103.5371 -0.623 -0.284774 -74.578890 1.223712 2.658435 0
65382 74.069124 -40.540 1.776 168.6663 -0.623 -0.233596 -109.875223 1.231468 2.876165 0
24302 139.523621 62.491 1.511 122.9549 -0.623 -0.155943 -50.195022 1.224019 2.312434 1
24770 246.050114 19.677 1.355 145.8598 -0.623 -0.050502 -19.953907 1.160875 2.942305 0
76997 312.840456 -43.892 1.583 156.4962 -0.623 -0.108435 -46.620266 1.255987 2.859931 0
104143 323.609101 -12.187 2.060 123.3370 -0.623 -0.062023 -20.038509 1.079468 1.933936 0
90584 333.646952 -28.471 1.227 124.3872 -0.623 -0.210632 -68.747373 1.104033 2.681746 0
26710 117.039043 41.607 1.051 100.2316 -0.623 -0.187560 -47.243824 1.217848 2.409903 0
105117 10.110532 31.908 2.057 124.1294 -0.623 -0.083897 -27.314754 1.353641 1.947789 0
2012 192.021717 -12.762 1.365 153.8378 -0.623 -0.211956 -89.273329 1.222523 3.089012 0
5844 161.566843 -7.471 1.112 110.5189 -0.623 -0.161615 -45.772569 1.377320 2.551616 0
16629 198.591574 56.735 1.693 118.8549 -0.623 -0.239331 -73.963842 1.271917 2.085284 0
72846 351.145454 -58.339 1.072 108.7812 -0.623 -0.171141 -47.557500 1.215600 2.577503 0
61053 283.420363 45.557 1.713 150.6856 -0.623 -0.171879 -70.617074 1.196055 2.624718 0
69915 347.562824 -63.455 1.092 149.3913 -0.623 -0.152511 -62.014215 1.257846 3.494615 0
31129 119.575058 64.916 1.095 105.5812 -0.623 -0.157482 -42.221571 1.005432 2.463878 0
50599 85.544400 -48.474 0.844 74.5347 -0.623 -0.197867 -34.930467 1.072510 2.110143 0
19154 139.251163 35.661 1.122 113.5459 -0.623 -0.268775 -78.631140 1.055350 2.604709 0
66408 70.472467 -47.889 1.673 118.7899 -0.622 -0.255284 -78.842172 1.042387 2.098648 0
70591 316.826060 -57.186 1.365 117.5671 -0.622 -0.167619 -51.128728 1.068722 2.360177 0
99888 15.695959 36.938 1.683 111.9157 -0.622 -0.253551 -72.901207 1.197485 1.969975 0
70216 323.068699 -60.806 1.234 133.1813 -0.622 -0.171384 -60.715965 1.203573 2.860295 0
70365 321.345193 -60.108 1.358 102.2607 -0.622 -0.255463 -65.914039 1.203473 2.060125 0
4911 207.205157 -33.704 1.775 123.9478 -0.622 -0.058741 -19.091025 1.148380 2.114639 1
69402 324.388474 -56.342 0.928 98.0143 -0.622 -0.161975 -39.718768 1.209719 2.582134 0
10549 149.873008 -17.669 1.111 125.7016 -0.622 -0.132975 -43.952065 1.165831 2.903358 1
11901 213.493547 31.917 1.311 97.1414 -0.622 -0.164042 -39.796043 1.109938 2.003374 0
20242 159.106717 55.204 1.224 103.8290 -0.622 -0.141209 -37.106161 1.346839 2.242042 0
9586 195.854329 1.910 0.935 94.6899 -0.622 -0.206331 -48.543355 1.139791 2.479713 0
21484 164.476635 52.010 0.965 121.0638 -0.622 -0.218592 -69.064076 1.108213 3.097087 0
73944 55.242384 -19.861 1.132 145.3362 -0.622 -0.195103 -76.755840 1.267676 3.313963 0
28684 114.534328 57.462 1.654 136.7091 -0.622 -0.170359 -62.275994 1.374219 2.431861 0
93080 344.276919 -39.725 1.531 92.3594 -0.622 -0.226386 -51.692418 1.116585 1.723347 0
70579 66.993377 -36.502 1.874 166.8294 -0.622 -0.222738 -103.400325 1.233409 2.757952 0
92340 38.648985 -2.486 1.320 96.1027 -0.622 -0.198032 -47.426144 1.580655 1.972233 0
25138 244.608616 47.266 1.957 137.1299 -0.622 -0.140405 -51.515765 1.289199 2.211918 0
8507 131.850950 22.830 1.931 147.4742 -0.622 -0.154011 -61.661011 1.394218 2.396715 0
22273 139.351524 54.320 1.459 125.1570 -0.622 -0.290980 -95.677375 1.121594 2.407304 0
81889 25.193094 -49.391 1.425 95.2728 -0.622 -0.282686 -66.998767 1.144320 1.860286 0
15942 145.145026 4.612 0.896 91.3589 -0.622 -0.211722 -47.716426 1.224740 2.471682 0
25128 212.023597 59.360 1.019 107.1540 -0.622 -0.301618 -82.312741 1.127733 2.634754 0
84624 330.480895 -35.441 1.241 157.9824 -0.622 -0.201898 -87.793330 1.092828 3.380893 0
20544 207.609376 49.087 1.082 101.1538 -0.622 -0.236271 -60.171324 1.188135 2.381280 0
7744 222.498832 6.937 1.464 106.9171 -0.622 -0.280406 -76.321002 1.055363 2.051664 0
61389 76.420547 -45.445 1.690 95.7987 -0.622 -0.141319 -33.715753 1.063195 1.682187 0
98854 27.939937 -13.093 1.421 167.2559 -0.622 -0.210138 -97.850457 1.076132 3.271648 0
42928 90.919430 -24.163 1.420 124.3752 -0.622 -0.222843 -72.724223 1.004695 2.433497 0
2119 182.820427 -2.251 1.341 145.8490 -0.622 -0.221975 -87.697641 1.079040 2.962766 0
68876 58.683708 -33.521 0.964 145.0070 -0.622 -0.244623 -95.976460 1.234683 3.712614 0
69819 68.426572 -2.397 1.391 115.1378 -0.622 -0.166029 -49.390716 1.323270 2.283107 0
21610 128.430124 36.580 1.299 121.2059 -0.622 -0.218150 -69.021383 1.184251 2.515210 0
81720 4.449135 -33.028 0.874 121.5074 -0.622 -0.122724 -38.945197 1.276676 3.347603 0
20146 223.389317 32.300 0.988 102.2446 -0.622 -0.201234 -51.912380 1.027709 2.570528 0
24444 120.881375 51.623 1.943 134.9624 -0.622 -0.181091 -65.185626 1.059507 2.185611 0
33789 119.576689 72.369 1.764 138.9424 -0.622 -0.182175 -67.903410 1.174216 2.378681 0
24393 175.568448 68.008 1.313 97.7760 -0.622 -0.272110 -66.530818 1.048697 2.013645 0
23563 245.752577 29.386 1.783 116.5864 -0.622 -0.235739 -71.188456 1.271889 1.983745 0
101641 329.029862 8.226 1.621 167.4268 -0.622 -0.159216 -74.229536 1.103164 3.014912 0
90119 27.538236 -8.741 1.047 102.7727 -0.622 -0.269480 -69.948794 1.190695 2.477369 0
2585 219.950587 -6.363 1.897 153.3627 -0.622 -0.170386 -71.498653 1.270536 2.517951 0
1434 175.601450 15.085 1.515 125.9109 -0.622 -0.114934 -38.064895 1.226547 2.364005 0
12444 213.128748 -29.322 1.243 98.5430 -0.622 -0.093389 -23.048626 1.465493 2.106210 0
80522 321.265592 -15.605 0.973 122.5465 -0.622 -0.195517 -62.682283 1.207410 3.116272 0
84437 332.263822 -32.637 1.177 152.0568 -0.622 -0.192033 -79.759742 1.074266 3.372777 0
1353 159.302591 -9.068 1.654 144.0872 -0.622 -0.228165 -88.838113 1.009353 2.563048 0
68613 74.445217 -20.431 2.001 164.0043 -0.622 -0.123554 -56.193241 1.129267 2.612760 0
100711 9.431793 31.935 1.569 121.6893 -0.622 -0.202619 -64.414410 1.172298 2.235513 0
61139 64.856722 -67.349 1.817 104.4732 -0.622 -0.129285 -34.225840 1.561917 1.758228 0
26660 118.796464 48.141 1.179 120.8486 -0.622 -0.141189 -44.513345 1.000645 2.678225 0
102206 17.317129 14.153 1.461 135.5609 -0.622 -0.202031 -73.110559 1.170589 2.605115 0
5463 219.969308 10.393 1.559 117.7119 -0.622 -0.202573 -61.882104 1.023729 2.171447 0
76757 305.426904 -38.819 1.719 161.7856 -0.622 -0.030947 -13.846684 1.121287 2.812217 0
67902 72.428410 -35.673 1.788 145.4402 -0.622 -0.163098 -64.219958 1.120896 2.470436 0
83568 34.949045 40.262 1.364 137.9140 -0.622 -0.246702 -91.138765 1.265124 2.770323 1
91505 45.442617 -7.069 1.612 117.3330 -0.622 -0.223923 -68.139963 1.042124 2.120448 0
1537 158.849227 25.400 1.788 134.4998 -0.622 -0.239379 -85.812741 1.260653 2.284307 0
87941 0.820612 -44.575 1.372 113.8654 -0.622 -0.259989 -76.317765 1.200753 2.278229 0
8891 227.452148 18.669 1.799 163.5479 -0.622 -0.166872 -75.641041 1.209104 2.768051 0
3440 172.801432 -19.819 1.253 148.7521 -0.622 -0.280379 -113.422906 1.214519 3.161172 0
3114 140.042297 17.286 1.972 121.2882 -0.622 -0.191925 -60.773364 1.104260 1.947857 1
65068 75.396306 -29.664 1.469 111.0958 -0.622 -0.125389 -35.735136 1.201326 2.127723 0
833 180.218066 13.721 1.685 165.6995 -0.622 -0.231732 -106.701797 1.213010 2.914552 0
5572 147.484926 13.556 1.447 119.1450 -0.622 -0.149917 -46.466790 1.383402 2.303320 0
90664 324.333419 -16.743 1.249 158.6244 -0.622 -0.228827 -99.988755 1.079822 3.378610 0
106813 15.636946 1.923 1.920 115.1858 -0.622 -0.171284 -50.979561 1.454627 1.877864 0
27455 244.757523 15.507 0.864 100.0117 -0.622 -0.116897 -29.367324 1.383223 2.781874 0
100553 15.712807 5.104 1.261 115.2957 -0.621 -0.266042 -79.273001 1.261246 2.439768 0
78272 36.034174 -49.217 1.564 92.0262 -0.621 -0.270868 -61.581653 1.150715 1.694031 0
101726 8.627469 2.592 1.278 114.2652 -0.621 -0.234977 -69.266392 1.037742 2.396462 0
98351 318.727095 -27.079 2.066 148.2830 -0.621 -0.110577 -44.563209 1.520776 2.321574 0
22513 236.101187 39.876 1.414 126.8788 -0.621 -0.233905 -78.182025 1.099594 2.489559 0
21913 218.094410 41.990 0.960 87.5431 -0.621 -0.194973 -41.748517 1.060797 2.248138 0
24902 228.020462 49.952 1.036 110.3896 -0.621 -0.184166 -52.086220 1.120206 2.681764 0
101812 33.400262 -14.011 1.754 108.8284 -0.621 -0.155354 -43.192952 1.055025 1.869116 0
647 176.566267 -9.538 1.707 140.5721 -0.621 -0.125183 -47.317918 1.278638 2.454100 0
102 178.203968 1.649 2.021 132.5505 -0.621 -0.167992 -59.176127 1.250133 2.100186 0
82464 343.296047 -40.634 1.133 122.2378 -0.621 -0.160118 -51.178258 1.257886 2.784637 0
95970 26.066493 -27.736 1.450 93.6190 -0.621 -0.230846 -53.574628 1.067569 1.807480 0
1421 176.630925 -17.944 1.580 137.1311 -0.621 -0.134415 -49.318717 1.087870 2.508979 0
22898 143.286991 51.730 1.179 117.2950 -0.621 -0.186320 -56.675387 1.177245 2.600000 0
69481 30.921859 -70.384 1.845 134.2611 -0.621 -0.203498 -72.794839 1.368421 2.239199 1
84265 6.158336 24.085 0.861 83.9863 -0.621 -0.238874 -48.665221 1.323248 2.341412 0
9138 138.509256 10.511 1.338 131.6671 -0.621 -0.084055 -29.372294 1.185601 2.677956 0
83548 327.617954 -52.590 1.917 136.4995 -0.621 -0.215142 -78.502278 1.186487 2.227379 0
89127 31.984443 27.812 1.322 165.5029 -0.621 -0.179036 -82.320518 1.126879 3.393616 1
94446 4.609340 -45.830 1.780 123.6355 -0.621 -0.298874 -96.841077 1.087536 2.105518 0
11860 170.433443 52.646 1.748 152.2160 -0.621 -0.152854 -63.566509 1.175515 2.620083 0
40359 92.748917 -25.186 1.411 112.0421 -0.621 -0.057885 -16.665721 1.036644 2.202012 0
65821 47.674791 -70.239 1.514 130.1882 -0.621 -0.153425 -52.891044 1.110242 2.445605 0
13951 208.670396 25.307 0.982 111.3702 -0.621 -0.116510 -33.303219 1.158697 2.812570 0
76614 353.412559 -58.663 1.414 127.6076 -0.621 -0.169787 -57.142187 1.285024 2.504273 0
3054 151.519993 -17.171 1.562 146.2077 -0.621 -0.073100 -28.965356 1.319811 2.694264 1
4167 156.963539 40.496 1.983 151.8816 -0.621 -0.081651 -33.866335 1.333837 2.431825 1
104127 1.100613 4.800 1.386 149.3392 -0.621 -0.293513 -119.298537 1.088207 2.969207 0
3177 209.659965 -28.809 1.868 160.6620 -0.621 -0.275067 -122.048959 1.198714 2.660897 1
71466 358.022095 -60.872 1.053 129.7462 -0.621 -0.230549 -79.154818 1.215735 3.113996 0
902 187.090498 -0.640 1.613 109.2976 -0.621 -0.178200 -49.801315 1.151797 1.974278 0
2170 169.168587 35.572 1.798 112.6422 -0.621 -0.190052 -55.069906 1.083917 1.907320 0
558 194.900544 0.332 1.847 117.9741 -0.621 -0.126187 -38.650935 1.321515 1.966199 0
39248 115.839706 75.301 0.849 86.4908 -0.621 -0.156223 -32.969181 1.026967 2.436795 0
67376 62.570353 -38.669 0.903 83.5959 -0.621 -0.183715 -37.219133 1.107942 2.248103 0
89 177.719571 -2.531 2.010 142.9910 -0.621 -0.140326 -54.138972 1.468975 2.272246 0
76083 38.730162 -25.155 0.931 94.1745 -0.621 -0.254350 -59.449939 1.122928 2.475248 0
12214 154.111578 16.941 0.974 122.4402 -0.621 -0.177092 -56.716133 1.296447 3.111818 0
15689 241.945013 9.343 2.023 113.6087 -0.621 -0.048329 -14.148209 1.557429 1.799251 0
75827 34.139082 32.918 0.940 125.8202 -0.621 -0.217929 -72.113273 1.373934 3.283312 0
71888 322.257214 -51.254 1.130 157.0010 -0.621 -0.189071 -81.603175 1.309626 3.584128 0
100308 4.288197 -28.684 1.471 99.7782 -0.621 -0.177077 -44.361397 1.140461 1.908720 0
36444 257.264789 52.395 1.362 103.0862 -0.621 -0.168299 -43.845097 1.151956 2.072252 0
10796 204.323498 -5.133 0.974 123.7506 -0.621 -0.196684 -63.800794 1.253509 3.143178 0
104445 13.845013 -0.585 1.501 112.1895 -0.621 -0.219309 -63.241207 1.004555 2.118829 0
97782 23.863167 -32.718 1.645 98.2500 -0.621 -0.134413 -33.055299 1.166435 1.753854 0
24371 177.275196 63.520 1.027 100.2313 -0.621 -0.218472 -55.030088 1.153863 2.448975 0
77337 26.941791 -52.713 1.344 104.7386 -0.621 -0.289163 -76.784073 1.079377 2.124036 0
26897 209.331860 63.673 0.968 97.4496 -0.621 -0.042556 -10.363388 1.005644 2.486932 0
83701 3.374393 28.548 0.876 102.1078 -0.621 -0.114285 -29.434670 1.233305 2.808848 1
7476 190.861205 50.341 1.967 126.6686 -0.621 -0.182815 -60.983693 1.101940 2.037305 0
80031 56.997017 -11.336 1.585 140.5153 -0.621 -0.137327 -51.882735 1.123776 2.565969 0
994 171.138000 25.664 1.874 111.9699 -0.621 -0.239702 -68.959242 1.199618 1.850742 0
56261 85.033443 -23.136 2.011 129.9164 -0.621 -0.219535 -75.491990 1.139780 2.064143 0
9166 208.722464 46.713 1.925 188.5810 -0.621 -0.182038 -97.894926 1.195723 3.070095 0
83012 25.242014 32.670 1.047 110.4573 -0.621 -0.089112 -25.221513 1.031160 2.661853 0
74448 47.773329 -26.497 1.045 124.1502 -0.621 -0.242706 -79.034516 1.060426 2.996976 0
19753 206.464058 35.815 0.859 113.6829 -0.621 -0.158770 -46.515964 1.295147 3.175751 0
92959 41.645958 -18.453 1.623 95.2814 -0.621 -0.247763 -58.728108 1.004387 1.714905 0
27770 253.108592 22.164 1.303 115.2009 -0.621 -0.164249 -48.893424 1.262997 2.384644 0
11609 235.398137 2.461 1.817 126.8775 -0.621 -0.122954 -41.096400 1.566561 2.134868 0
97716 39.888111 -24.545 1.923 156.1051 -0.621 -0.064609 -27.694289 1.286260 2.543170 0
56798 287.221394 58.324 1.188 114.9856 -0.621 -0.134178 -39.852252 1.061766 2.534999 0
81879 313.451462 -40.881 1.862 157.6334 -0.621 -0.230461 -99.948326 1.139547 2.615485 0
106696 338.508154 -5.438 1.964 175.9278 -0.620 -0.071451 -35.351625 1.075892 2.831821 0
85688 317.229462 -38.075 1.762 105.7926 -0.620 -0.175135 -47.067239 1.101919 1.812340 0
98381 18.508923 15.465 1.252 111.4017 -0.620 -0.195288 -55.840119 1.138109 2.368853 0
12239 194.196124 26.812 0.949 115.9508 -0.620 -0.188323 -56.497777 1.172670 3.003398 1
45050 89.919897 -47.987 1.031 140.4504 -0.620 -0.112120 -42.336012 1.122496 3.422928 0
102574 24.619400 34.383 2.053 132.6435 -0.620 -0.163332 -57.583213 1.135262 2.083609 0
65499 29.649836 -69.406 0.863 119.2611 -0.620 -0.180285 -55.944626 1.196260 3.318288 1
98068 1.554303 4.595 1.119 128.4060 -0.620 -0.253078 -85.813606 1.021194 2.951233 1
2479 144.380665 -23.392 2.011 142.4857 -0.620 -0.185356 -71.208415 1.417912 2.263538 1
11520 185.972163 -33.305 1.034 144.6869 -0.620 -0.169362 -66.272168 1.260838 3.519748 0
5658 220.332974 24.207 1.780 127.6106 -0.620 -0.206800 -69.600825 1.241841 2.173332 0
8696 197.688041 8.424 1.030 152.4026 -0.620 -0.189835 -79.062035 1.070635 3.718015 0
69668 25.672323 -61.103 0.955 94.4509 -0.620 -0.175791 -41.232984 1.276626 2.434723 0
83542 30.197110 31.274 1.118 110.7990 -0.620 -0.103515 -29.406662 1.315862 2.547817 1
9334 177.337657 -8.005 0.894 107.5847 -0.620 -0.153746 -42.160258 1.093389 2.914693 0
86284 315.294219 -15.698 1.311 136.1044 -0.620 -0.115892 -42.140576 1.317510 2.806592 0
24284 124.685169 13.812 0.858 83.4659 -0.620 -0.256623 -51.892631 1.121768 2.333119 0
106926 340.050228 -5.538 2.005 129.7651 -0.620 -0.269824 -92.655367 1.084516 2.065282 0
64030 66.280914 -48.825 0.957 106.2689 -0.620 -0.246045 -66.481810 1.129913 2.735239 0
854 179.402249 28.706 1.926 169.0512 -0.620 -0.120128 -56.658452 1.271024 2.751700 0
1997 173.190858 -30.437 1.683 133.2388 -0.620 -0.160394 -56.851796 1.248423 2.345894 0
574 166.519852 8.219 1.787 143.1227 -0.620 -0.161823 -62.501569 1.072309 2.432025 0
87124 308.913706 -8.466 1.721 115.8748 -0.620 -0.131215 -39.334129 1.077689 2.012777 0
74459 308.039314 -28.351 1.224 159.6557 -0.620 -0.196925 -86.720372 1.357097 3.447881 0
20887 205.526349 60.454 1.668 110.2535 -0.620 -0.127226 -35.929160 1.115936 1.951613 0
1900 174.324017 -24.919 1.615 155.6328 -0.620 -0.146759 -62.679475 1.049777 2.809546 0
21305 135.627015 50.342 1.413 124.7487 -0.620 -0.136686 -44.767988 1.187278 2.449476 0
24023 251.736431 17.389 2.027 134.3494 -0.620 -0.129103 -46.218712 1.102505 2.125398 0
17698 213.935160 33.646 1.016 121.7796 -0.620 -0.201731 -64.189305 1.217639 3.000450 0
54304 84.694322 -33.421 1.249 144.0299 -0.620 -0.197909 -77.020781 1.139185 3.068807 0
86816 0.122746 -42.310 1.271 128.9426 -0.620 -0.276683 -94.288351 1.134383 2.714719 0
97586 330.538224 25.573 1.519 90.4183 -0.620 -0.126260 -28.104261 1.184115 1.694825 0
770 180.274782 -12.368 1.723 158.4978 -0.620 -0.156509 -68.322903 1.150210 2.751503 0
70796 348.286651 -55.419 0.862 102.2109 -0.620 -0.221981 -57.241772 1.028260 2.846039 0
10540 208.670632 49.347 2.042 123.6638 -0.620 -0.132975 -43.098400 1.307336 1.948053 0
72114 65.452155 -16.667 1.529 154.9863 -0.620 -0.155991 -66.290488 1.259458 2.893918 0
89215 337.483870 -6.719 0.984 141.5500 -0.620 -0.208029 -79.289357 1.250440 3.568996 1
