# 13534 voids from default
# VoidID RA(deg) Dec(deg) redshift R_eff(Mpc/h) delta_min delta_avg lambda_v DensRatio Theta_eff(deg) EdgeFlag
10277 133.934756 5.573 1.547 108.3012 -0.662 -0.182762 -50.518117 1.213890 2.007237 0
14040 129.549026 -8.705 1.404 129.6927 -0.661 -0.267774 -91.889653 1.130842 2.556054 1
86344 32.004812 -45.575 1.539 127.6084 -0.661 -0.288452 -97.079552 1.184592 2.372781 0
23291 225.891642 35.483 0.991 110.9371 -0.661 -0.279923 -79.639786 1.219602 2.782708 1
14015 204.445664 33.084 1.117 123.0556 -0.661 -0.153469 -49.447113 1.201892 2.832294 0
2303 203.446489 26.652 1.751 137.0273 -0.661 -0.196787 -72.138124 1.092911 2.356023 0
24020 175.791721 55.565 0.978 111.9392 -0.661 -0.215102 -61.861970 1.262878 2.835339 0
6222 137.157259 8.288 1.748 132.1750 -0.661 -0.082384 -28.921429 1.459975 2.274896 0
98237 340.274318 -29.792 1.376 174.1974 -0.661 -0.215148 -105.193159 1.156860 3.479057 0
29020 252.952779 37.450 1.634 148.9970 -0.661 -0.181721 -73.657680 1.309313 2.670379 0
76431 57.260300 -30.174 1.479 150.6757 -0.661 -0.224756 -92.334437 1.129861 2.873177 0
21206 120.693456 31.350 1.779 155.6556 -0.661 -0.133476 -57.016662 1.238351 2.651273 1
75616 347.580474 -63.984 1.495 118.1352 -0.661 -0.189216 -58.051383 1.320449 2.237098 0
87591 31.126316 -39.729 1.320 115.8679 -0.661 -0.246664 -73.936908 1.591561 2.378487 0
107890 5.431688 33.421 1.834 172.8240 -0.661 -0.185831 -90.000139 1.158786 2.892108 1
64224 71.351599 -53.048 1.240 132.5663 -0.661 -0.263506 -92.834612 1.335556 2.838204 0
21812 123.877138 22.785 1.329 111.2366 -0.661 -0.293640 -83.813121 1.142427 2.272861 0
48806 267.068345 80.749 1.289 148.1222 -0.661 -0.251750 -101.324454 1.337526 3.088518 0
14332 222.516763 20.055 1.232 114.7802 -0.661 -0.274901 -81.473480 1.188507 2.468073 0
73648 49.204598 -60.252 1.775 155.9290 -0.661 -0.174828 -74.838109 1.435269 2.660025 0
93354 345.198518 -41.428 1.432 113.3199 -0.661 -0.259208 -75.651220 1.292809 2.205151 0
32571 215.246573 76.167 1.308 121.5960 -0.661 -0.220453 -70.019401 1.178929 2.511441 0
92933 10.514361 -32.272 1.153 106.8185 -0.661 -0.230837 -62.759655 1.278375 2.403863 0
1566 175.134818 33.036 1.833 137.3079 -0.661 -0.186333 -68.473894 1.277498 2.298882 0
28286 247.386976 40.555 1.367 105.7611 -0.661 -0.314648 -84.531124 1.061571 2.121572 0
98538 5.941220 -3.020 1.034 143.3522 -0.661 -0.248619 -96.209746 1.180184 3.485671 0
2653 160.896169 -17.558 1.468 163.2011 -0.661 -0.142768 -64.550569 1.453473 3.125846 0
22387 219.085073 59.237 1.764 126.5602 -0.661 -0.176977 -58.975668 1.282551 2.166546 0
9792 182.244808 35.933 1.203 125.6871 -0.661 -0.162348 -53.653307 1.220738 2.747637 0
12658 155.278557 -11.330 0.933 104.6489 -0.661 -0.250286 -66.392212 1.252227 2.745960 1
94483 9.463145 -6.876 0.954 114.1687 -0.661 -0.331088 -97.498950 1.178728 2.946171 1
92873 343.642939 -52.545 1.962 174.0888 -0.661 -0.153949 -75.214796 1.390135 2.804448 0
3804 165.192802 23.158 1.353 128.9376 -0.661 -0.291903 -99.470528 1.148877 2.603832 0
1226 163.091633 -16.730 1.676 132.8650 -0.661 -0.050051 -17.680917 1.419590 2.345184 0
10014 142.277259 19.965 1.328 162.8533 -0.661 -0.240684 -108.543265 1.126061 3.329484 0
23574 208.375688 48.927 0.902 129.3274 -0.661 -0.244979 -83.783321 1.165999 3.479611 0
3179 151.424426 -7.451 1.495 144.6500 -0.661 -0.208893 -81.715662 1.174231 2.739559 0
52 183.217307 2.820 2.035 117.7760 -0.661 -0.022990 -7.027499 1.478654 1.858924 0
94077 47.560107 -7.712 1.700 103.9928 -0.661 -0.113313 -29.832075 1.214542 1.819921 0
68461 72.959585 -38.020 1.610 111.5488 -0.661 -0.256978 -73.596074 1.292932 2.017044 0
28168 128.308456 49.923 0.920 115.4289 -0.661 -0.170952 -51.009552 1.129463 3.061238 0
10330 220.260849 32.753 1.769 139.6105 -0.661 -0.199876 -74.931014 1.175954 2.385890 0
108440 16.960358 -21.056 1.668 196.7674 -0.661 -0.186998 -105.823204 1.334018 3.482717 0
110202 11.943720 7.474 1.716 163.1904 -0.661 -0.156220 -70.626831 1.327665 2.839406 1
26880 177.188623 67.445 1.078 144.9117 -0.661 -0.177459 -69.570200 1.412274 3.420880 0
1364 147.405011 5.089 1.917 187.1290 -0.661 -0.262809 -140.026397 1.213120 3.053303 0
3779 202.369401 9.570 1.329 145.4770 -0.661 -0.157856 -62.174769 1.435167 2.972264 0
19496 118.827654 6.611 1.620 107.2829 -0.661 -0.316653 -86.540702 1.223920 1.933044 0
110099 13.500716 0.336 1.607 127.8789 -0.661 -0.259693 -87.623173 1.086394 2.315310 0
35140 122.096475 74.494 1.896 111.5316 -0.661 -0.228953 -65.557628 1.178830 1.831491 1
14271 188.680293 -35.762 0.981 136.3373 -0.661 -0.095831 -34.917392 1.561878 3.445932 1
84269 35.364713 -49.645 1.802 115.4362 -0.661 -0.166764 -49.763565 1.465516 1.951618 0
70404 54.928792 -62.967 1.506 138.6412 -0.661 -0.160629 -59.716539 1.524179 2.613718 0
4350 178.482708 38.096 1.603 133.8975 -0.661 -0.224672 -80.107893 1.119558 2.428239 0
1500 161.339708 6.625 1.534 180.7054 -0.661 -0.154387 -78.881706 1.395324 3.367495 0
78350 49.296814 -17.655 0.995 150.3917 -0.660 -0.209729 -85.966179 1.264964 3.760348 1
72387 358.682740 -66.260 1.173 115.0187 -0.660 -0.256202 -76.121148 1.155426 2.558539 0
1129 155.817626 -19.101 1.915 168.8211 -0.660 -0.185053 -87.138126 1.108364 2.756994 1
4452 195.930861 16.747 1.229 114.0924 -0.660 -0.264707 -77.888596 1.352802 2.456802 0
1541 175.995614 15.745 1.496 155.1523 -0.660 -0.222140 -94.522861 1.164038 2.937128 0
53271 276.217534 45.209 1.367 132.6408 -0.660 -0.126672 -44.657365 1.345827 2.660024 1
26388 153.967348 69.344 1.701 126.5467 -0.660 -0.161262 -53.731890 1.153849 2.213473 0
10085 128.589980 9.475 1.750 172.3687 -0.660 -0.160637 -77.552687 1.247835 2.964392 0
29211 139.657030 72.898 1.692 142.3621 -0.660 -0.167952 -64.455325 1.269963 2.498544 0
75608 56.916751 -44.371 1.673 156.7565 -0.660 -0.178981 -77.103994 1.249061 2.769274 0
16313 224.853230 9.105 1.166 138.0407 -0.660 -0.242582 -89.715549 1.272956 3.083471 0
16693 230.981443 34.284 1.753 118.0948 -0.660 -0.280251 -85.945778 1.195723 2.029042 0
85946 53.729246 -24.722 1.833 137.0807 -0.660 -0.190180 -69.748790 1.143048 2.294668 0
6790 131.802399 7.758 1.925 143.6425 -0.660 -0.075182 -29.164464 1.590267 2.338463 0
22034 159.554102 54.672 1.196 125.4805 -0.660 -0.289381 -95.446903 1.295842 2.753924 0
28225 254.733821 18.867 2.002 158.5783 -0.660 -0.204248 -89.217654 1.153136 2.525941 1
98593 37.799183 -21.279 1.580 113.6428 -0.660 -0.182079 -53.322414 1.318364 2.078828 0
1667 188.901499 31.833 1.814 116.9100 -0.660 -0.217090 -65.775267 1.444476 1.969000 0
87404 323.202394 -21.444 1.127 160.7979 -0.660 -0.138441 -61.489470 1.330906 3.676561 0
74117 28.009501 -58.745 1.096 150.1482 -0.660 -0.241770 -98.906973 1.047341 3.503298 0
834 207.361017 -6.109 2.021 189.7170 -0.660 -0.178141 -96.491787 1.122202 3.006098 1
103434 31.380592 -24.306 1.675 151.5207 -0.660 -0.263854 -109.126454 1.133565 2.674744 0
16259 139.392795 6.284 0.969 111.0082 -0.660 -0.187454 -53.372989 1.357666 2.831734 0
10673 224.298621 18.840 1.492 151.6924 -0.660 -0.203844 -84.421868 1.149281 2.876412 0
110611 24.507645 6.455 1.959 134.0947 -0.660 -0.201473 -71.963244 1.210679 2.161739 0
13883 123.748794 3.978 1.759 105.8349 -0.660 -0.162923 -43.806411 1.410350 1.814920 0
2542 147.461922 19.391 1.795 108.3025 -0.660 -0.180404 -49.866792 1.251042 1.835098 0
111213 15.244019 -17.558 2.051 144.6277 -0.660 -0.208630 -81.597842 1.543603 2.273311 0
53814 87.462780 -35.568 2.028 153.5921 -0.660 -0.172662 -72.583830 1.082476 2.429137 0
9936 226.656836 8.201 1.538 93.8615 -0.660 -0.202785 -47.208433 1.147802 1.746328 0
45121 93.017444 -42.322 1.038 185.1963 -0.660 -0.217707 -114.559422 1.311558 4.490424 0
96365 353.170088 -44.656 1.621 120.2010 -0.660 -0.202835 -63.537966 1.236820 2.164982 0
72119 308.319084 -49.365 1.070 130.4146 -0.660 -0.213218 -73.657252 1.369573 3.094267 0
111317 353.293682 -0.517 1.800 104.7108 -0.660 -0.258562 -68.636393 1.190573 1.771422 0
92599 27.441735 20.014 1.156 88.6084 -0.660 -0.274462 -59.628270 1.260012 1.990639 0
1705 155.780967 -3.107 1.580 157.3703 -0.660 -0.230025 -99.559245 1.170661 2.879272 0
19490 119.123151 20.563 1.925 195.1333 -0.660 -0.145185 -81.342894 1.123824 3.176528 1
12619 224.239014 29.240 1.522 131.2434 -0.660 -0.179619 -62.523767 1.243546 2.457571 0
99182 330.739934 -34.807 1.689 116.2893 -0.660 -0.249202 -75.023767 1.407517 2.042807 0
7223 212.245487 25.650 1.518 138.7597 -0.660 -0.198898 -74.019431 1.261403 2.602854 0
1017 168.784970 -4.609 1.583 147.1719 -0.660 -0.214595 -85.705556 1.353402 2.689561 0
72736 328.088106 -54.575 0.877 97.1158 -0.660 -0.076178 -18.474613 1.261803 2.669099 0
84165 42.458923 -18.203 1.103 118.1307 -0.660 -0.272544 -83.612653 1.196201 2.743827 0
9299 175.569281 32.029 1.193 134.2618 -0.660 -0.225805 -80.775087 1.264169 2.951604 0
66479 284.877312 48.554 1.801 119.6394 -0.660 -0.295229 -91.961999 1.213187 2.023308 0
79727 17.814286 -53.598 1.274 127.3109 -0.660 -0.217347 -72.944557 1.439233 2.675526 0
23437 244.833038 15.448 1.541 138.1913 -0.660 -0.102112 -37.814161 1.288526 2.567611 0
24235 238.667788 40.973 1.512 127.9621 -0.660 -0.197369 -66.646432 1.040599 2.406217 0
104940 8.439256 4.398 1.248 113.4387 -0.660 -0.274112 -80.101758 1.211243 2.417587 0
100285 17.033014 -31.252 1.364 152.3433 -0.660 -0.199942 -83.232243 1.241642 3.059585 0
17648 229.761146 20.984 1.340 149.3371 -0.660 -0.216097 -87.831293 1.091421 3.035760 0
23004 162.112149 63.313 1.432 105.2065 -0.660 -0.130762 -34.908702 1.109119 2.047378 0
107977 354.483331 -16.854 1.432 128.2873 -0.660 -0.170482 -57.742843 1.093184 2.496691 0
83754 31.994293 -37.050 1.103 135.5986 -0.660 -0.252034 -91.235841 1.043408 3.147898 0
1739 213.928184 -1.937 1.789 135.0287 -0.660 -0.180870 -65.144570 1.374979 2.292404 0
4250 221.164689 -14.307 1.843 119.8377 -0.660 -0.241579 -75.400169 1.237363 1.999764 1
19478 231.917292 39.616 1.728 134.9326 -0.660 -0.169189 -60.885304 1.159740 2.338500 0
21448 216.894495 55.327 1.611 93.9931 -0.659 -0.141142 -32.913337 1.041381 1.699278 0
36786 253.065537 61.904 1.480 156.3030 -0.659 -0.196448 -84.335008 1.189268 2.978453 0
9604 159.857600 10.245 1.029 141.8013 -0.659 -0.229536 -87.673229 1.072805 3.461556 0
69736 71.380148 -29.075 1.406 137.3628 -0.659 -0.187175 -68.816396 1.407384 2.704758 0
940 179.475721 27.297 1.930 146.0152 -0.659 -0.086088 -34.058177 1.593225 2.373858 1
17345 216.114717 52.226 1.887 139.8253 -0.659 -0.125334 -47.072821 1.473125 2.302516 0
90508 30.210150 -39.895 1.521 95.7197 -0.659 -0.183627 -43.766185 1.485437 1.793002 0
98 175.992672 -4.566 2.047 138.9575 -0.659 -0.051333 -19.136008 1.485538 2.186173 1
2852 201.842580 13.877 1.438 106.2887 -0.659 -0.224215 -60.596869 1.062269 2.063206 0
83470 32.188752 26.440 0.978 110.9821 -0.659 -0.216162 -61.529294 1.489095 2.811500 0
104469 38.037344 -3.482 1.771 114.5592 -0.659 -0.172870 -51.115940 1.547974 1.956869 0
1939 169.965804 31.723 1.791 135.2986 -0.659 -0.294484 -106.319597 1.223204 2.295942 0
24861 118.781027 35.510 1.477 120.6354 -0.659 -0.216648 -68.159041 1.060512 2.301663 0
3319 152.222254 29.114 1.804 113.6000 -0.659 -0.246436 -72.137099 1.043404 1.919286 0
43902 92.171093 -24.876 1.147 116.9726 -0.659 -0.118456 -35.913429 1.521227 2.642366 0
42584 247.156763 80.412 0.902 106.1262 -0.659 -0.199552 -53.832361 1.186733 2.855847 1
29683 168.783370 71.756 0.970 133.4517 -0.659 -0.216372 -76.840611 1.434172 3.400836 0
354 175.430312 5.939 1.885 133.6203 -0.659 -0.169975 -60.455083 1.265292 2.201774 0
98001 27.892174 -13.798 1.218 119.3993 -0.659 -0.211909 -65.849282 1.050563 2.587112 0
109347 347.485598 -21.002 1.686 140.5766 -0.659 -0.270146 -102.115970 1.138764 2.472001 0
3386 154.441960 10.488 1.381 171.2388 -0.659 -0.284816 -136.422722 1.067922 3.412307 0
103248 17.994926 1.259 1.251 161.3033 -0.659 -0.114829 -51.194467 1.200489 3.432875 0
89851 324.402039 1.343 1.035 145.1058 -0.659 -0.161481 -63.407987 1.389490 3.526996 1
19699 151.719665 35.220 0.942 120.3215 -0.659 -0.178546 -55.996491 1.327643 3.132832 0
26044 192.524601 60.171 0.875 103.9138 -0.659 -0.151156 -39.758830 1.267855 2.861801 0
31403 161.521441 77.341 1.681 143.1620 -0.659 -0.147317 -56.917620 1.048271 2.521944 0
17388 141.456557 45.314 1.533 127.8497 -0.659 -0.248626 -83.866142 1.161100 2.382939 0
75090 57.040745 -47.685 1.800 121.6474 -0.659 -0.113278 -35.997221 1.389587 2.058059 0
109589 333.391273 0.844 1.799 150.1887 -0.659 -0.134465 -55.026600 1.616870 2.541873 1
83237 39.958012 -12.409 0.992 115.5388 -0.659 -0.215628 -64.413751 1.214697 2.895535 0
1537 188.191382 7.430 1.474 126.2705 -0.659 -0.228683 -75.997092 1.058489 2.412842 0
390 189.484672 8.262 1.796 141.6339 -0.659 -0.107704 -41.080056 1.356722 2.399496 1
99746 342.241286 -43.846 1.777 106.0666 -0.659 -0.293004 -78.989290 1.010232 1.807916 0
10362 140.969722 0.689 1.233 148.5872 -0.659 -0.175397 -70.859738 1.064682 3.193197 0
23317 127.994135 48.384 1.501 131.2959 -0.659 -0.186397 -64.914365 1.341801 2.479777 0
1024 182.607280 15.822 1.604 93.8117 -0.659 -0.323667 -75.302144 1.255694 1.700475 0
75611 26.462000 -49.487 1.019 104.1187 -0.659 -0.217944 -57.461843 1.055747 2.559407 0
73977 37.363934 -52.044 0.985 125.6534 -0.659 -0.177444 -58.623478 1.280156 3.166498 0
15147 127.192050 23.117 1.742 154.4795 -0.659 -0.113404 -48.003378 1.500157 2.664601 0
20921 206.488845 39.072 0.935 125.5574 -0.659 -0.140599 -46.408028 1.246978 3.289462 0
111288 348.390847 9.971 1.885 171.2831 -0.659 -0.137334 -65.801304 1.082758 2.821609 0
14085 201.275731 49.967 1.534 120.7853 -0.659 -0.215832 -68.003658 1.122570 2.250349 0
25818 123.671828 39.223 1.060 146.6206 -0.659 -0.203670 -80.976831 1.430608 3.503423 0
107971 332.187956 -13.813 1.713 124.0320 -0.659 -0.098245 -31.955788 1.315443 2.160494 0
101996 19.983997 -20.092 1.302 128.0040 -0.659 -0.156327 -52.808208 1.152516 2.652297 0
61229 318.353951 -73.756 0.984 115.6905 -0.659 -0.113428 -33.937428 1.240022 2.916889 0
105724 329.843892 8.670 1.550 155.6386 -0.658 -0.169060 -72.207504 1.293510 2.881139 1
12299 154.818745 -24.449 1.086 108.9575 -0.658 -0.168055 -46.790721 1.140028 2.558641 0
9697 219.260338 32.942 1.640 123.9426 -0.658 -0.244286 -79.389652 1.136675 2.216137 0
95086 53.900082 -2.702 2.012 130.0049 -0.658 -0.018263 -6.285271 1.521128 2.064865 0
97174 322.767084 -23.989 1.492 131.9771 -0.658 -0.200365 -70.213402 1.281095 2.501989 0
28738 109.209795 41.040 1.578 124.6059 -0.658 -0.052169 -17.063234 1.623268 2.281151 1
22158 206.792779 50.974 1.068 126.1168 -0.658 -0.276584 -91.781480 1.110502 2.997194 0
2291 145.411815 -12.746 1.851 138.5926 -0.658 -0.113149 -42.047259 1.249771 2.307510 1
16800 124.269267 20.080 1.608 124.1394 -0.658 -0.196473 -63.972668 1.075178 2.246554 0
84782 323.769119 1.794 0.947 97.0721 -0.658 -0.092484 -22.417151 1.818852 2.518245 0
71804 300.956739 -57.994 1.923 133.5860 -0.658 -0.094311 -33.533302 1.212429 2.176293 1
1138 185.958395 0.590 1.529 90.3050 -0.658 -0.102998 -22.892016 1.126564 1.685743 0
66904 50.099534 -73.042 1.810 111.0876 -0.658 -0.061225 -17.447401 1.697425 1.873560 0
15582 228.638736 34.205 1.709 134.0854 -0.658 -0.272562 -97.347289 1.186047 2.339223 0
83336 51.879417 -2.761 1.270 125.3700 -0.658 -0.151016 -49.757086 1.102154 2.641421 0
587 186.207492 22.250 1.932 170.7783 -0.658 -0.192397 -91.858123 1.001365 2.775049 0
109097 3.034711 -14.668 1.523 128.2962 -0.658 -0.304009 -102.977726 1.023611 2.401300 0
816 193.838234 20.902 1.844 159.4756 -0.658 -0.183513 -80.705049 1.079465 2.660943 0
22033 222.149322 36.412 1.061 118.9928 -0.658 -0.207802 -64.309307 1.207098 2.840321 0
15061 217.557356 45.857 1.765 161.4106 -0.658 -0.238160 -106.264381 1.161901 2.762300 0
11927 226.244788 24.328 1.690 129.1457 -0.658 -0.122653 -41.876924 1.134190 2.268277 0
108159 351.805308 -29.176 1.696 132.9151 -0.658 -0.184641 -65.255710 1.208184 2.328785 0
107620 23.272790 -8.977 1.532 178.8652 -0.658 -0.209386 -105.676795 1.111351 3.335572 0
2081 202.722480 4.503 1.460 196.0239 -0.658 -0.233570 -131.579348 1.289717 3.768646 0
23321 130.265223 41.339 1.300 177.9856 -0.658 -0.190866 -95.761173 1.197549 3.691505 0
24915 111.018975 23.547 1.966 157.1589 -0.658 -0.178374 -77.079485 1.645832 2.528734 0
27969 243.893406 54.969 1.912 137.8487 -0.658 -0.202904 -74.916017 1.262431 2.252814 0
24358 124.389622 27.680 0.997 97.7063 -0.658 -0.211510 -51.669989 1.299704 2.439805 0
89144 329.974261 -44.054 1.526 177.4377 -0.658 -0.266575 -133.252445 1.153454 3.316570 0
96167 316.335207 -25.895 1.808 152.7572 -0.658 -0.173136 -72.308656 1.430292 2.577929 0
10288 195.438589 21.266 1.021 123.4632 -0.658 -0.147466 -47.702146 1.103915 3.030122 0
19282 229.929882 18.193 1.208 151.2059 -0.658 -0.236945 -97.752985 1.062327 3.296158 0
10142 175.562954 -8.125 0.921 136.8408 -0.658 -0.193141 -70.685955 1.133036 3.623469 0
9237 151.903778 40.638 1.720 159.4068 -0.658 -0.159847 -70.260854 1.405713 2.769699 0
23094 199.606776 53.909 1.080 126.5851 -0.658 -0.181955 -60.648865 1.293585 2.984565 0
108607 24.777644 12.442 1.685 155.5435 -0.658 -0.152303 -65.002623 1.361021 2.736254 0
78720 61.350937 -18.867 1.678 113.6091 -0.658 -0.306211 -89.643054 1.417864 2.003515 1
768 204.492976 8.450 1.897 151.9220 -0.658 -0.098694 -40.948212 1.158311 2.494141 1
58643 76.497890 -60.667 1.363 144.1614 -0.658 -0.181391 -70.669930 1.243865 2.897238 1
26331 131.737967 52.339 1.104 142.5239 -0.658 -0.183400 -70.479743 1.095780 3.306456 1
3748 218.179819 13.169 1.692 162.6223 -0.657 -0.202597 -91.211441 1.080851 2.854255 0
24577 232.185199 57.680 2.025 145.7524 -0.657 -0.013190 -5.206781 1.462226 2.307107 1
106070 28.705921 -17.273 1.704 121.9005 -0.657 -0.176581 -56.253765 1.299263 2.130186 0
1565 209.426256 -9.825 1.819 115.9367 -0.657 -0.165201 -49.554042 1.461339 1.949579 0
14654 153.736127 -1.359 0.896 87.1133 -0.657 -0.275368 -58.615843 1.154036 2.355129 0
20447 153.334271 59.032 1.718 133.3196 -0.657 -0.222590 -78.954773 1.290099 2.318443 0
37717 236.203350 77.821 1.399 138.7964 -0.657 -0.238791 -88.893775 1.279676 2.742061 1
3598 156.149062 26.831 1.552 127.3508 -0.657 -0.180087 -60.462192 1.327243 2.355620 0
26828 248.960103 9.291 1.268 117.0167 -0.657 -0.153616 -46.594501 1.236434 2.468034 0
7466 145.014535 -2.921 1.287 115.0989 -0.657 -0.254446 -75.662541 1.397716 2.402424 0
27593 242.225005 36.277 1.015 142.1983 -0.657 -0.226604 -86.844226 1.439374 3.505003 0
25512 252.448080 18.118 2.030 124.3887 -0.657 -0.257930 -84.185764 1.143299 1.965827 0
1525 188.541104 20.820 1.553 144.4364 -0.657 -0.215139 -84.009884 1.172237 2.670603 0
89196 33.652009 -43.660 1.607 107.9376 -0.657 -0.171126 -47.111183 1.316995 1.954447 0
37401 202.601363 80.208 0.926 129.0171 -0.657 -0.182827 -62.347185 1.466362 3.403280 0
100487 321.900760 -28.870 1.925 122.7331 -0.657 -0.084207 -27.045887 1.328656 1.998060 0
67240 75.382350 -21.537 1.361 149.3174 -0.657 -0.166591 -67.699392 1.076397 3.003596 1
73177 317.292438 -51.739 1.116 156.5902 -0.657 -0.122919 -52.885623 1.140834 3.605109 0
14190 158.135111 49.029 1.565 97.6040 -0.657 -0.132176 -32.248892 1.400148 1.796013 0
58443 80.180292 -45.422 1.379 166.4501 -0.657 -0.221158 -102.386481 1.226513 3.319137 0
56844 80.645799 -64.514 1.966 126.5883 -0.657 -0.175247 -58.414681 1.149435 2.036841 0
27062 245.172029 47.402 1.569 146.3540 -0.657 -0.253034 -100.383923 1.119572 2.689476 0
3374 206.822077 -24.653 1.693 113.6393 -0.657 -0.193459 -56.652974 1.369944 1.993762 0
106792 7.594548 -28.237 1.620 110.8537 -0.657 -0.228843 -65.048583 1.299080 1.997198 0
101945 16.988465 -25.283 1.336 104.7984 -0.657 -0.220301 -58.538438 1.335828 2.134198 0
2863 158.856723 -21.638 1.477 133.8024 -0.657 -0.102022 -36.345302 1.209853 2.552981 0
10672 228.091982 24.818 1.898 187.1732 -0.657 -0.114863 -61.217302 1.492280 3.071636 0
76535 53.365327 -4.858 1.044 112.1885 -0.657 -0.051749 -14.922517 1.623400 2.709860 0
69777 25.137109 -67.039 1.035 117.7715 -0.657 -0.189472 -57.915398 1.208658 2.863059 0
33082 155.477256 76.792 1.390 120.9004 -0.657 -0.205316 -64.764350 1.139289 2.398506 0
4776 144.937998 -24.286 1.748 127.7391 -0.657 -0.262398 -88.419772 1.324397 2.198525 0
39256 100.413425 -51.957 1.055 106.6283 -0.657 -0.162551 -44.099872 1.462259 2.555978 1
98729 338.656903 -10.386 1.167 117.4736 -0.657 -0.259629 -79.119014 1.311979 2.621263 0
12546 213.029420 32.016 1.254 133.9808 -0.657 -0.220095 -78.534688 1.407991 2.846413 0
9289 140.703330 30.713 1.634 97.6524 -0.657 -0.192779 -47.062923 1.179146 1.750122 0
91050 13.277479 9.113 0.905 98.2847 -0.657 -0.374386 -92.109202 1.174605 2.638719 0
99691 1.565096 -33.576 1.333 119.8811 -0.657 -0.226305 -70.663569 1.181227 2.444966 0
7731 148.404651 -19.765 1.365 146.2966 -0.657 -0.148902 -59.044703 1.358730 2.937745 1
13846 218.724085 48.192 1.958 167.3461 -0.657 -0.074159 -34.554437 1.382489 2.698720 0
23774 158.925797 66.849 1.874 155.0725 -0.657 -0.038656 -16.438329 1.399060 2.563164 0
22262 213.327299 59.066 1.691 133.2705 -0.657 -0.175597 -62.258231 1.287050 2.339900 0
99937 16.182706 42.221 1.704 118.6879 -0.657 -0.119642 -36.912292 1.549118 2.074142 0
103961 8.428862 -35.144 1.598 132.5721 -0.657 -0.255880 -90.152765 1.233830 2.408910 0
81457 39.454254 -20.343 1.002 113.4051 -0.656 -0.318738 -93.109204 1.237827 2.821922 0
25078 113.261937 22.727 1.656 123.3699 -0.656 -0.130724 -42.247957 1.065746 2.193392 0
13744 154.275935 52.541 1.809 132.7966 -0.656 -0.185451 -65.471774 1.203155 2.240211 0
2508 187.281424 42.586 2.023 160.3103 -0.656 -0.115247 -51.001626 1.203269 2.538366 1
3091 185.711512 31.127 1.553 155.9240 -0.656 -0.225511 -96.530113 1.129431 2.883240 0
28769 119.944782 56.250 1.303 111.3735 -0.656 -0.255934 -73.158733 1.339853 2.306462 0
43090 260.779774 70.121 1.799 114.2194 -0.656 -0.137710 -40.574423 1.485552 1.932906 0
96818 348.211568 -8.391 1.039 154.1919 -0.656 -0.193076 -81.545804 1.245000 3.735911 0
59140 281.404413 50.042 1.834 146.0481 -0.656 -0.222070 -87.879125 1.085579 2.444685 0
83757 51.922456 -32.705 1.739 109.6978 -0.656 -0.233588 -65.567334 1.415170 1.894187 0
36326 246.835149 70.742 1.612 111.2407 -0.656 -0.130485 -37.245871 1.085173 2.010388 0
44567 91.837636 -61.480 1.523 130.8865 -0.656 -0.126831 -44.004679 1.009995 2.449892 0
1665 150.574098 -24.055 2.001 162.2935 -0.656 -0.161333 -72.457647 1.285910 2.585429 1
101396 20.486944 -14.767 1.288 123.3279 -0.656 -0.191243 -61.781636 1.221981 2.573225 0
44281 265.470723 60.427 1.651 160.3145 -0.656 -0.123092 -54.475090 1.550519 2.855496 0
75830 346.920751 -67.125 2.038 198.9407 -0.656 -0.179947 -103.184388 1.228711 3.137586 1
28102 114.731347 55.511 1.795 164.3035 -0.656 -0.175354 -79.926536 1.207804 2.784732 0
22263 228.060621 -8.547 0.888 79.7967 -0.656 -0.170218 -32.612736 2.004488 2.173030 0
6535 165.352335 -29.585 1.288 110.6859 -0.656 -0.177932 -50.485257 1.083223 2.309463 0
107867 5.149969 29.527 1.706 135.0190 -0.656 -0.157962 -56.888833 1.290195 2.358163 0
105474 32.162491 32.442 2.047 112.0106 -0.656 -0.104956 -30.207811 1.425891 1.762512 1
5766 165.231233 21.017 1.239 129.0756 -0.656 -0.234834 -80.126069 1.132552 2.764103 0
49932 273.775329 65.301 1.595 120.4773 -0.656 -0.068830 -21.620430 1.117430 2.191479 0
24356 240.344092 46.458 1.870 157.8217 -0.656 -0.107487 -46.682852 1.280222 2.612460 0
1087 179.067879 -34.122 1.996 116.9997 -0.656 -0.132300 -40.121838 1.741992 1.866636 0
103094 340.556350 -9.863 1.256 173.2189 -0.656 -0.199341 -96.808003 1.208351 3.676141 0
14255 143.332706 -22.545 1.089 150.8169 -0.656 -0.178047 -73.227377 1.537479 3.532952 0
21572 233.090492 38.661 1.547 101.2807 -0.656 -0.299744 -76.450827 1.101632 1.877151 0
17491 228.937451 19.790 1.290 131.9399 -0.656 -0.310366 -108.724117 1.079298 2.750549 0
57337 75.603306 -50.693 0.916 149.1609 -0.656 -0.186513 -75.699732 1.048067 3.967092 1
111047 337.757633 -6.525 2.000 174.4755 -0.656 -0.211278 -103.498920 1.425148 2.780502 0
11131 169.321466 18.149 0.914 155.3929 -0.656 -0.244574 -104.262420 1.098293 4.139506 0
26740 143.387576 61.102 1.186 111.4995 -0.656 -0.172577 -49.398084 1.187767 2.460432 0
9032 172.874483 41.835 1.372 130.2018 -0.656 -0.235243 -81.106651 1.237750 2.605868 0
102950 6.264681 -26.557 1.355 129.2274 -0.656 -0.231810 -79.205990 1.081231 2.607319 0
